Latitude	Longitude	Median Depth 4Th	County	Facility ID	Facility Name	Max Depth 4Th	Parent Name	Street
32.005573	-93.988596	55	DE SOTO PARISH	71049KPPRSHWY52	KOPPERS INC	190		HWY 5 22 MILES N OF LOGANSPORT LOUISIANA
30.559113	-91.176764	54	EAST BATON ROUGE PARISH	70821STPPCPOBOX	STUPP CORP	268	STUPP BROTHERS INC	12555 RONALDSON RD
32.51598	-92.28481	54	OUACHITA PARISH	71291PRGRS901IN	FLINT INK N.A. CORP.	152	FLINT INK CORP	901 INDUSTRIAL PKY.
32.039444	-92.655	54	WINN PARISH	71483CHMBNHIGHW	ARCLIN USA LLC	202	ARCLIN INC	344 TANNEHILL RD
31.905326	-93.173636	54	NATCHITOCHES PARISH	71411WLLMTHIGHW	INTERNATIONAL PAPER / RED RIVER MILL	367	INTERNATIONAL PAPER CO	4537 HWY 480
32.52453	-93.68443	54	BOSSIER PARISH	71112LTTLC3470I	LOTT OIL CO BOSSIER	371	LOTT OIL CO	3470 INDUSTRIAL DR
29.9007	-90.0821	53	JEFFERSON PARISH	70058BLLNG615DE	BOLLINGER QUICK REPAIR LLC	85	BOLLINGER SHIPYARDS LLC	615 DESTREHAN AVE
30.06132	-90.59353	53	ST JOHN THE BAPTIST PARIS	70051MRTHNHWY61	MARATHON PETROLEUM CO LP	116	MARATHON PETROLEUM CORP	4663 W AIRLINE HWY
30.325472	-91.002602	53	ASCENSION PARISH	70769SHWCN36445	SCI FABRICATION SHOP	169	SHAW GROUP INC	36445 OLD PERKINS ROAD
30.471715	-91.018219	53	EAST BATON ROUGE PARISH	70819CMCST1235C	CMC STEEL FABRICATORS INC DBA CMC CAPITOL STEEL	284	COMMERCIAL METALS CO	1235 CENTERPOINTE DR
32.760826	-91.8947	53	MOREHOUSE PARISH	71220NTRNT315AI	INTERNATIONAL PAPER CO. LIQUID PACKAGING DIV.	141	INTERNATIONAL PAPER CO	315 AIRPORT RD.
32.483198	-92.152243	53	OUACHITA PARISH	71292MNVLL1031J	GRAPHIC PACKAGING INTERNATIONAL LLC	358	GRAPHIC PACKAGING HOLDING CO	1000 JONESBORO RD
30.868833	-93.281944	53	BEAUREGARD PARISH	70634MPCTC1AMPA	AMPACET CORP	199	AMPACET CORP	125 AMPACET DR
30.00055	-90.39502	52	ST CHARLES PARISH	7007WPRXRSVALER	PRAXAIR ST CHARLES FACILITY	143	PRAXAIR INC	VALERO REFINERY POST 2 PROSPECT & 40TH AVE
30.0615	-90.6659	52	ST JAMES PARISH	70052KSRLMAIRLI	NORANDA ALUMINA	231	GRAMERCY HOLDINGS I LLC	1111 AIRLINE HWY
30.552014	-91.178517	52	EAST BATON ROUGE PARISH	70807XXNCH11675	EXXONMOBIL CHEMICAL - BATON ROUGE PLASTICS PLANT	311	EXXON MOBIL CORP	11675 SCOTLAND AVE
30.648546	-91.253872	52	EAST BATON ROUGE PARISH	7079WGRTST1955S	SOUTH ATLANTIC GALVANIZING	512		19550 SALVANT ROAD
30.7261	-91.3669	52	POINTE COUPEE PARISH	70760BGCJN9951C	BIG CAJUN 2	170	NRG ENERGY INC	10431 CAJUN 2 RD (HWY 981)
31.452976	-92.333209	52	RAPIDES PARISH	7136WLSNRMBLDG4	US ARMY NATIONAL GUARD-CAMP BEAUREGARD RANGE(S)	138	US DEPARTMENT OF DEFENSE	6060 W RANGE RD
32.52628	-92.743	52	LINCOLN PARISH	71245PBCNSLINCO	PABCO INSULATION	181	FIBREBOARD CORP	LINCOLN PARISH RD. 336
32.48597	-93.76186	52	CADDO PARISH	71103LPHMG1545W	ALPHA OMEGA LASER INC	230		1545 WILKINSON ST
32.5531	-93.85078	52	CADDO PARISH	71107CLLWY5677N	KEMIRA CHEMICALS INC SHREVEPORT PLANT	137	KEMIRA CHEMICALS INC	5677 N INDUSTRY RD
30.82814	-90.14807	51	WASHINGTON PARISH	70438DRYMN21155	DAIRY FARMERS OF AMERICA INC.	264	DAIRY FARMERS OF AMERICA INC	21155 HWY. 16
30.24515	-91.06321	51	IBERVILLE PARISH	70776HMSTD4250H	OHMSTEDE LTD	222	EMCOR GROUP INC	4250 HWY 30
32.403867	-91.169283	51	MADISON PARISH	71282MCKNNHWY80	MCKINNEY OIL CO OF TALLULAH INC	297		102 HWY 80 E
30.16911	-91.35068	51	IBERVILLE PARISH	70764SFTYK32655	CLEAN HARBORS PLAQUEMINE LLC	215	CLEAN HARBORS ENVIRONMENTAL SERVICES INC	32655 GRACIE LN
30.12835	-91.84611	51	ST MARTIN PARISH	70582STMRT2040T	ST. MARTIN OIL & GAS INC	276		2040 TERRACE HWY
32.44765	-93.8854	51	CADDO PARISH	71129GNBNC6901W	EXIDE TECHNOLOGIES	206	EXIDE TECHNOLOGIES	6901 WESTPORT AVE
32.86154	-93.9855	51	CADDO PARISH	71082BYLNR103CA	BAYLINER MARINE CORP	262	US MARINE	103 CAMP RD
30.03686	-90.46454	50	ST JOHN THE BAPTIST PARIS	70069BYSTLRIVER	BD LAPLACE LLC	316	BAYOU STEEL BD HOLDINGS LLC	138 HWY 3217
30.493536	-91.187226	50	EAST BATON ROUGE PARISH	7080WRPRDC2GULF	AIR PRODUCTS-BATON ROUGE SMR	223	AIR PRODUCTS & CHEMICALS INC	2 GULF STATES UTILITY RD
30.44275	-91.21878	50	WEST BATON ROUGE PARISH	70767RGSSP175CI	AIRGAS SPECIALITY GASES PORT ALLEN	269	AIRGAS SPECIALITY GASES	1075 CINCLARE DR
32.458611	-91.574443	50	RICHLAND PARISH	7123WDLHCN77HWY	CONAGRA FOODS - LAMB WESTON DELHI PLANT	173	CONAGRA FOODS INC	77 HIGHWAY 609
30.526504	-91.748383	50	ST LANDRY PARISH	70750HLLPTHWY10	ALON REFINING KROTZ SPRINGS INC	165	ALON USA ENERGY INC	HWY 105 S
30.24803	-92.06042	50	LAFAYETTE PARISH	7058WNVMSS311DI	NOV RIG SYSTEMS LAFAYETTE	246	NATIONAL OILWELL VARCO LP	311 DIESEL DR
32.549912	-92.077017	50	OUACHITA PARISH	71211DTTCPHWY16	DITTCO PRODUCTS INC	237		HWY 165 NORTH
30.2331	-93.16344	50	CALCASIEU PARISH	7061WMRTNP37BUN	MARTIN OPERATING PTNR-LAKE CHARLES	273	MARTIN MIDSTREAM PTNRS LP	307 BUNKER RD
31.41374	-93.45112	50	SABINE PARISH	71429GNDYT39228	QUALITY MILL OF LOUISIANA	183		39228 HWY 171
30.139164	-93.526936	50	CALCASIEU PARISH	70664PRXRN4451H	PRAXAIR INC SULPHUR 676	226	PRAXAIR INC	4451 HIGHWAY 108 W
32.35715	-93.63602	50	CADDO PARISH	71135LNCRPHIGHW	CHEMTRADE REFINERY SERVICES INC	289	CHEMTRADE LOGISTICS INC	10889 HIGHWAY 1
32.705267	-93.73828	50	BOSSIER PARISH	71006BNTNCHWY3N	BENTON CREOSOTING WORKS	217	KENNEDY SAW MILLS INC	6695 HWY 3
29.80825	-90.01	49	PLAQUEMINES PARISH	70037CHVRNHIGHW	CHEVRON ORONITE CO LLC	192	CHEVRON CORP	10285 HWY 23 S
30.06545	-90.56429	49	ST JOHN THE BAPTIST PARIS	70084DLTBV383W1	PEPSIAMERICAS	155	PEPSIAMERICAS	383 W. 10TH ST.
30.31642	-91.2239	49	IBERVILLE PARISH	70764BFGDRRT988	POLYONE CORP	586	POLYONE CORP	21120 WARREN ST
30.59862	-91.389578	49	POINTE COUPEE PARISH	70752LMPLNRTE1B	ALMA PLANTATION LTD	166		.5 MILES S OF LA STATE HWY 416
30.534915	-91.418809	49	POINTE COUPEE PARISH	70729BGRVR12652	ARCOSA LW BR LLC GRAVELITE	507	ARCOSA INC	12652 AIRLINE HWY
32.51732	-92.09219	49	OUACHITA PARISH	71203STRNC2725D	STERN CHEMTECH CORP.	400		2725 DESIARD ST.
31.31959	-92.42429	49	RAPIDES PARISH	71360DRWDTWADLE	MCFARLAND CASCADE HOLDINGS INC	159	STELLA-JONES US HOLDING CORP	74 WADLEY ST
32.34309	-93.61077	49	CADDO PARISH	7111WBNTLR1BENT	BENTELER STEEL/TUBE MANUFACTURING CORP	261		1 BENTELER DR.
32.77107	-93.915903	49	CADDO PARISH	71004DGSLN7558B	IDA GASOLINE CO INC	177		7558 BELCHER-OIL CITY RD
31.31956	-92.42424	48.5	RAPIDES PARISH	71361BKRMN75WAD	BAKER MANUFACTURING CO INC	159		75 WADLEY ST
29.87917	-90.11418	48	JEFFERSON PARISH	70072LFRGW195AM	LAFARGE WEST BANK RM PLANT	67	LAFARGE NORTH AMERICA INC	1950 AMES BLVD
30.782314	-90.510464	48	TANGIPAHOA PARISH	70456PRNMLHWY51	LAND O'LAKES PURINA FEED LLC - ARCOLA	304	LAND O LAKES INC	64080 HIGHWAY 51
30.4943	-91.21708	48	WEST BATON ROUGE PARISH	7076WCRTRN1699C	SHELL CATALYST & TECHNOLOGIES	242	SHELL PETROLEUM INC	1699 CATALYST DR.
30.340277	-91.259968	48	WEST BATON ROUGE PARISH	70710CCDNTHWY1E	BORDEN CHEMICALS & PLASTICS OPERATING LP	212		8600 HWY 1 S
31.559639	-92.395988	48	GRANT PARISH	71467FRMLNABEHA	VANGUARD SYNFUELS LLC	184	ALLEGRO BIODIESEL	737 ABE HALL RD
32.276643	-92.727371	48	JACKSON PARISH	71247STNHDMILLS	WESTROCK CP LLC	154	WESTROCK CO	100 MILL ST
30.242155	-93.274386	48	CALCASIEU PARISH	70669CNCLKOLDSP	PHILLIPS 66 LAKE CHARLES REFINERY	252	PHILLIPS 66 CO	2200 OLD SPANISH TRAIL
30.241902	-93.274446	48	CALCASIEU PARISH	70669VSTCHOLDSP	SASOL CHEMICALS (USA) LLC-LAKE CHARLES CHEMICAL COMPLEX	276	SASOL (USA) CORP	2201 OLD SPANISH TRAIL
32.612306	-93.289311	48	WEBSTER PARISH	71055BRDNN110SI	BORDEN INC. DAIRY DIV.	344	BORDEN INC	110 SIBLEY RD.
30.48142	-93.32202	48	BEAUREGARD PARISH	70633TMPLSHWY12	GEORGIA-PACIFIC SOUTHWEST LOUISIANA LUMBER OPERATION	149	KOCH INDUSTRIES INC	3442 HWY 12 E
32.44249	-93.90969	48	CADDO PARISH	71129NDSTR7268W	INDUSTRIAL OILS UNLIMITED LLC	297		7268 W 70TH ST
29.932504	-90.235561	47	JEFFERSON PARISH	70094VNDLN536MO	AVONDALE INDUSTRIES INC SERVICE FOUNDRY	125	AVONDALE INDUSTRIES INC	536 MODERN FARMS RD.
29.97371	-90.45892	47	ST CHARLES PARISH	*	*	95	OCCIDENTAL CHEMICAL HOLDING CORP	266 HWY 3142
30.47154	-91.09203	47	EAST BATON ROUGE PARISH	7081WSTHCH886SU	SOUTH CHOCTAW BATCH PLANT	381	DOLESE BROS CO	8806 S CHOCTAW DR
30.266667	-91.1775	47	IBERVILLE PARISH	7076WSTYLS2627H	SE TYLOSE LOUISIANA LLC	221	SE TYLOSE USA INC	26270 HIGHWAY 405
32.57475	-92.60582	47	LINCOLN PARISH	7127WTXRST14FRA	TXI RUSTON READY MIX	242	MARTIN MARIETTA MATERIALS INC	1400 FRAZIER RD
30.023946	-89.902913	46	JEFFERSON PARISH	70129LFRGH15INT	LAFARGE HAGAN PLANT	234	LAFARGE NORTH AMERICA	15000 INTRACOASTAL DR
29.97406	-90.458792	46	ST CHARLES PARISH	70057WTCCRRIVER	GALATA CHEMICALS LLC - GALATA TAFT FACILITY	91		471 HWY 3142
30.119088	-90.869264	46	ST JAMES PARISH	70723RPRDCHIGHW	AIR PRODUCTS & CHEMICALS INC	164	AIR PRODUCTS & CHEMICALS INC	12465 HWY 70 E
30.298477	-90.964963	46	EAST BATON ROUGE PARISH	7076WPRRVL38311	PRAIRIEVILLE BATCH PLANT	150	DOLESE BROS CO	38311 HWY 929
30.237222	-91.098889	46	IBERVILLE PARISH	70776CMRCSRIVER	ZENECA AG PRODS. INC.	198	ZENECA AG PRODS INC	4990 A ICI RD.
30.4696	-91.17601	46	EAST BATON ROUGE PARISH	7080WCHCTW1335C	CHOCTAW BATCH PLANT	183	DOLESE BROS CO	1335 CHOCTAW DR
32.7917	-91.91138	46	MOREHOUSE PARISH	71220STFFR1502N	GEO SPECIALTY CHEMICALS INC	253		1502 N WASHINGTON
30.1673	-91.98709	46	LAFAYETTE PARISH	70508CTLYS100AM	CATALYST RECOVERY OF LOUISIANA LLC	144	THE ALUCHEM GROUP	100 AMERICAN BLVD
32.50345	-92.12578	46	OUACHITA PARISH	71291YZVLL520TR	YAZOO VALLEY OIL MILL INC.	354		520 TRENTON
31.415772	-92.477245	46	RAPIDES PARISH	71309DRSSRHWY32	DRESSER INC	131	GENERAL ELECTRIC CO INC	8011 SHREVEPORT HWY
32.540274	-92.873435	46	LINCOLN PARISH	71275WLLMT130GI	WEYERHAEUSER NR - ARCADIA OSB	146	WEYERHAEUSER CO	130 GIRL SCOUT RD
31.03078	-93.20784	46	VERNON PARISH	*	*	134	US DEPARTMENT OF DEFENSE	6661 WARRIOR TRAIL BLDG 350 DEPARTMENT OF PUBLIC WORKS
32.54993	-93.67489	46	BOSSIER PARISH	71111SKYLN1650S	SKYLINE HOMES	194	SKYLINE CORP	1650 SWAN LAKE RD.
32.420988	-93.754068	46	CADDO PARISH	7110WTXSHR11BRA	TXI SHREVEPORT READY MIX	442	MARTIN MARIETTA MATERIALS INC	101 BRASWELL RD
29.27265	-89.35143	45	PLAQUEMINES PARISH	70091MDSTR781JU	MARTIN OPERATING PTNR - VENICE	348	MARTIN OPERATING PTNR LP	199 CORPS RD
30.07019	-90.57841	45	ST JOHN THE BAPTIST PARIS	70084MNTCHNW19T	ALPHACHEM INC.	217	ALPHACHEM INC	N.W. 19TH ST.
29.862648	-90.845431	45	LAFOURCHE PARISH	70302CLDWLPOBOX	CALDWELL SUGARS COOPERATIVE INC	86		HWY 304
30.225784	-91.053154	45	ASCENSION PARISH	70734RCDNCHIGHW	PCS NITROGEN FERTILIZER LP	97	POTASH HOLDING CO INC	HWY 3115 & HWY 30
30.655198	-91.269904	45	EAST BATON ROUGE PARISH	7079WPRTHD716PR	PORT HUDSON TERMINAL	172	GENESIS ENERGY L.P.	716 PORT HUDSON CEMETARY RD
29.892704	-91.616658	45	ST MARY PARISH	70544STMRYPOBOX	ST. MARY SUGAR CO-OP. INC.	348		20056 LA HWY. 182
32.50617	-92.08577	45	OUACHITA PARISH	71201STLFB2101B	STEEL FABRICATORS OF MONROE LLC	365		2101 BOOTH ST
30.539561	-92.089407	45	ST LANDRY PARISH	70570LNFDS731NR	VENTURA FOODS LLC LOU ANA DIV	85	VENTURA FOODS LLC	715 N RAILROAD AVE
30.321512	-92.14108	45	ST LANDRY PARISH	70525BLNTR124HW	ABL INDUSTRIES LLC	122		1024 HIGHWAY 343
32.50216	-92.17317	45	OUACHITA PARISH	7129WGRPHC24EXC	GRAPHIC PACKAGING INTERNATIONAL INC	121	GRAPHIC PACKAGING HOLDING CO	204 EXCHANGE ST
30.809856	-92.671559	45	ALLEN PARISH	71463RCHHLHIGHW	ARIZONA CHEMICAL CO	248	INTERNATIONAL PAPER CO	164 ARIZONA CHEMICAL RD.
31.12957	-93.26845	45	VERNON PARISH	71446LTTLC300CO	LOTT OIL CO LEESVILLE	152	LOTT OIL CO	300 CONCORD AVE
32.954167	-93.457222	45	WEBSTER PARISH	71021TRNC0ONEIN	TRANE-SPRINGHILL	129	INGERSOLL-RAND CO	1 INDUCTO WAY
32.49998	-93.73566	45	CADDO PARISH	71101CCCLB305ST	COCA-COLA BOTTLING CO OF SHREVEPORT	275	COCA-COLA BOTTLING CO	305 STONER AVE
32.45419	-93.77696	45	CADDO PARISH	71108MRPHY5805C	MURPHY BONDED WAREHOUSE	236		5805 COURTESY LN
32.012276	-93.982879	45	DE SOTO PARISH	71049LSNPCHWY5N	GEORGIA-PACIFIC LOGANSPORT PLYWOOD	224	GEORGIA-PACIFIC LLC	16906 HWY 5
29.2709	-89.352916	44	PLAQUEMINES PARISH	7009WMRTNP485JU	MARTIN OPERATING PTNR-VENICE JUMP BASIN RD	353	MARTIN MIDSTREAM PTNRS LP	485 JUMP BASIN RD
30.310488	-89.814175	44	ST TAMMANY PARISH	7046WLSNRM34845	US ARMY NATIONAL GUARD - CAMP VILLERE RANGE(S)	190	US DEPARTMENT OF DEFENSE	34845 GRANTHAM COLLEGE DR
29.68	-89.980833	44	PLAQUEMINES PARISH	70037LLNCRHIGHW	PHILLIPS 66  - ALLIANCE REFINERY	103	PHILLIPS 66	15551 HIGHWAY 23
32.20146	-91.72555	44	FRANKLIN PARISH	71295MSTRCINDUS	MASTERCRAFTERS CORP.	93	GENMAR IND INC	3200 INDUSTRIAL DR.
32.810255	-91.898822	44	MOREHOUSE PARISH	7122WPRTBL1611L	PORTABLE READY MIX #136	141	MARTIN MARIETTA MATERIALS INC	10611 LA HWY 425
30.7492	-92.2532	44	EVANGELINE PARISH	70586CBTCR412MI	CABOT CORP VILLE PLATTE PLANT	102	CABOT CORP	2066 CABOT RD
30.23515	-92.2575	44	ACADIA PARISH	70578NRTCN992EA	ENERTEC INC	189		992 E TEXAS AVE
31.36786	-92.4099	44	RAPIDES PARISH	71360THPRC3701M	PROCTER & GAMBLE MANUFACTURING CO ALEXANDRIA PLANT	228	THE PROCTER & GAMBLE CO	3701 MONROE HWY
31.345298	-92.525109	44	RAPIDES PARISH	7130WNNTNK6325H	UNION TANK CAR - ALEXANDRIA MANUFACTURING FACILITY	391	BERKSHIRE HATHAWAY INC	6325 HIGHWAY 1 NORTH
32.545582	-93.138384	44	BIENVILLE PARISH	71080WLLMTHWY80	WILLAMETTE INDUSTRIES INC. TAYLOR DIV.	122	WILLAMETTE INDS INC	U.S. HWY. 80 W.
32.978033	-93.143615	44	CLAIBORNE PARISH	71038DMNTDHIGHW	ANSELL EDMONT INDL.	102	PACIFIC DUNLOP HOLDINGS	10495 HWY. 79
30.192428	-93.304044	44	CALCASIEU PARISH	70663NLBRDBAYOU	HALLIBURTON LAKE CHARLES GRINDING PLANT	296	HALLIBURTON ENERGY SERVICES INC	3500 BAYOU DINDE RD
30.8627	-93.3751	44	BEAUREGARD PARISH	70634BSSTHUSHIG	PACKAGING CORP OF AMERICA - DERIDDER MILL	249	PACKAGING CORP OF AMERICA	4200 US HWY 190 W
32.5289	-93.76659	44	CADDO PARISH	71107GSRFN620AE	CERTAINTEED CORP	94	SAINT-GOBAIN CORP	620 AERO DR
30.020417	-89.900951	43	ORLEANS PARISH	70129RCNDS15200	BOC GASES	101	BOC GROUP INC	15200 INTRACOASTAL DR.
29.946787	-90.001024	43	ST BERNARD PARISH	70032MSTRS7417N	TATE & LYLE NORTH AMERICAN SUGARS INC.	211	TATE & LYLE PLC	7417 N. PETERS ST.
30.308378	-91.235614	43	IBERVILLE PARISH	7076WDLSBR218WA	DOW BATCH PLANT	581	DOLESE BROS CO	21800 WARREN ST
30.320903	-91.239015	43	IBERVILLE PARISH	70765THDWCHIGHW	THE DOW CHEMICAL CO - LOUISIANA OPERATIONS	170	THE DOW CHEMICAL CO	21255 LA HWY 1 S
30.324555	-91.25216	43	WEST BATON ROUGE PARISH	70710RPRDC9555H	AIR PRODUCTS & CHEMICALS INC.  PLAQUEMINE LA FAC.	138	AIR PRODUCTS & CHEMICALS INC	9555 HWY. 1 S.
30.2754	-92.036352	43	LAFAYETTE PARISH	70507LCNTRPONTD	BALMAR LLC	294		616 W PONT DES MOUTON RD
32.47445	-92.10396	43	OUACHITA PARISH	71210KTCHN1MISS	KITCHENS BROTHERS MANUFACTURING CO	98	KITCHENS BROTHERS MANUFACTURING CO	1000 MISSISSIPPI ST
31.872086	-92.283532	43	LA SALLE PARISH	7148WLSLLB4915H	LASALLE BIOENERGY LLC	125	DRAX BIOMASS INC.	4915 HIGHWAY 125
32.53654	-92.813211	43	LINCOLN PARISH	71275MDSTTLINCO	MID-STATES WOOD PRESERVERS LLC	160		147 SHELBY RD
32.60307	-93.30606	43	WEBSTER PARISH	71055NLNDC1000E	INLAND PAPERBOARD & PACKAGING	108	INLAND PAPERBOARD & PACKAGING INC	1000 ERWIN THOMPSON DR.
32.58909	-93.51512	43	BOSSIER PARISH	71067CLMTRHC62B	CALUMET PRINCETON REFINING LLC	124	CALUMET REFINING LLC	10234 HWY 157
32.52763	-93.72291	43	BOSSIER PARISH	71111SSCTD2041E	ASSOCIATED PRINTING	162		2041 E TEXAS ST
32.824665	-93.975708	43	CADDO PARISH	71082SPRRTHIGHW	SUPERIOR TIE & TIMBER	152	TRANS-SERVE INC	14800 HWY 1
30.812087	-89.859803	42	WASHINGTON PARISH	70427LSNFB511IN	LOUISIANA FIBERGLASS L.L.C.	287		511 INDUSTRIAL PKY. DR.
29.94111	-90.39194	42	ST CHARLES PARISH	70057LFRGN4ESPA	LAFARGE LULING RMX	226	LAFARGE NORTH AMERICA	400 ESPERANZA PLANTATION
30.795088	-90.651861	42	ST HELENA PARISH	70441CLLLSHWY43	AMERCHOL GREENSBURG	139	DOW CHEMICAL CO	13875 HWY 43
29.676965	-90.813252	42	TERREBONNE PARISH	7039WHNTNG1717H	HUNTING ENERGY SERVICES INC	135	HUNTING ENERGY SERVICES INC	1717 HWY 311 - SCHRIEVER FACILITY
30.487046	-90.939924	42	LIVINGSTON PARISH	70726STJRD100HA	EAST JORDAN IRON WORKS INC	341	EAST JORDAN IRON WORKS INC	100 HATCHELL LN
30.323693	-91.253243	42	IBERVILLE PARISH	7076WDXCPL21255	DEXCO POLYMERS LP	144		21255 LA HWY 1
30.072567	-91.940344	42	IBERIA PARISH	70518HNTNG3817M	HUNTING ENERGY SERVICES	191	HUNTING ENERGY SERVICES INC	3817 MELANCON RD
30.15505	-91.95972	42	LAFAYETTE PARISH	70518CHMCL102AB	MARIAH CORP	197		102-A BURGESS DR
30.16479	-91.97094	42	LAFAYETTE PARISH	70518DPSTH114CA	BROUSSARD BULK PLANT	323	MARTIN OPERATING PTNR LP	114 CASON RD
30.784107	-92.034661	42	ST LANDRY PARISH	71347MRTCPUSHWY	MARTCO. PARTNERSHIP	104	ROY O MARTIN LUMBER CO	U.S. HWY. 71 N.
32.50588	-92.05112	42	OUACHITA PARISH	7120WTXMNR4919C	TXI-MONROE OPERATIONS	272	MARTIN MARIETTA MATERIALS INC	4919 CONSTRUCTION AVE
32.50471	-92.08604	42	OUACHITA PARISH	71201CNTRL2300B	CENTRAL OIL & SUPPLY-MONROE BULK FACILITY	376		2300 BOOTH ST
31.679182	-92.153766	42	LA SALLE PARISH	7134WJNRDY21525	JENA READY MIX	108	MARTIN MARIETTA MATERIALS INC	21525 HIGHWAY 8 W
32.54094	-92.761748	42	LINCOLN PARISH	71275WLLMT252DU	WEYERHAEUSER NR CO	145		252 DURAFLAKE RD
30.23019	-93.13412	42	CALCASIEU PARISH	70602NDSTR5716E	INDUSTRIAL PIPE & PLASTICS INC.	339		5716 E. BROAD ST.
30.232861	-93.271722	42	CALCASIEU PARISH	70669LNCRP960I1	ARCH CHEMICALS INC	296	LONZA INC	960 I 10 SERVICE RD
32.028162	-93.71365	42	DE SOTO PARISH	71052LTTLC711JE	LOTT OIL CO MANSFIELD	225	LOTT OIL CO	711 JENKINS
30.250833	-91.092278	41	IBERVILLE PARISH	70776RPRDCHIGHW	TAMINCO US LLC	206	EASTMAN CHEMICAL CO	3790 LA HWY 30
30.474444	-91.183056	41	EAST BATON ROUGE PARISH	70805LLDSGCORNE	HONEYWELL INTERNATIONAL INC-BATON ROUGE PLANT	225	HONEYWELL INTERNATIONAL INC	CORNER OF LUPINE & ONTARIO STR EETS
30.33831	-91.253113	41	WEST BATON ROUGE PARISH	70710CPLYMLOUIS	DSM COPOLYMER	164	DSM FINANCE	9263 HWY 1 S
30.018686	-91.7645	41	IBERIA PARISH	70560CJNSGPOBOX	CAJUN SUGAR CO-OP INC	433		608 NORTHSIDE RD
30.094015	-91.940516	41	LAFAYETTE PARISH	70518HLLBR1187S	HALLIBURTON ENERGY SERVICES-GCMS	161	HALLIBURTON CO	1187 EVANGELINE THRUWAY
30.274481	-92.036999	41	LAFAYETTE PARISH	7050WHLLBR7WPNT	HALLIBURTON LAFAYETTE MANUFACTURING	294	HALLIBURTON CO	700 W PONT DES MOUTON RD
32.487014	-92.15356	41	OUACHITA PARISH	71291MNV701000J	RIVERWOOD INTERNATIONAL CORP	207	RIC HOLDING INC	1070 JONESBORO RD
32.50123	-92.16567	41	OUACHITA PARISH	71292PPGNK403DO	PPG INK PRODUCTS	134	PPG INDUSTRIES INC	403 DOWNING PINES
30.108168	-92.211944	41	VERMILION PARISH	7055WMLTCH13858	MULTI-CHEM GROUP MAURICE LA FACILITY	133	HALLIBURTON ENERGY SERVICES INC	13858 LA HWY 92
31.465734	-92.441527	41	GRANT PARISH	7146WFDRLC1AIRB	FEDERAL CORRECTIONAL COMPLEX  POLLOCK	163	US DEPARTMENT OF JUSTICE	1000 AIRBASE RD
32.921667	-92.6425	41	UNION PARISH	71256WLLMTHIGHW	WEYERHAEUSER LILLIE DIV.	160	WEYERHAEUSER CO	LA HWY. 15
30.834026	-93.279846	41	BEAUREGARD PARISH	70634NTRNT300PO	INTERNATIONAL PAPER CO. DERIDDER TREATED WOOD PRODS.	110	INTERNATIONAL PAPER CO	235 POST PLANT RD.
32.470169	-93.792975	41	CADDO PARISH	71109TLSPR3333M	CALUMET SHREVEPORT REFINING LLC	78	CALUMET REFINING LLC	3333 MIDWAY ST
30.026268	-89.917966	40	ORLEANS PARISH	70129GLFWR18901	GULF WIRE CORP.	77	NICHOLS WIRE INC	13901 OLD GENTILLY RD.
29.99806	-90.4	40	ST CHARLES PARISH	70079CYPRS16122	SHAC CATALYST PLANT	139	W R GRACE & CO	16122 RIVER RD
30.01418	-90.40521	40	ST CHARLES PARISH	70079NRCFR15536	NORCO FRACTIONATION PLANT	148	ENTERPRISE PRODS GP LLC	15608 AIRLINE HWY.
30.475746	-90.414835	40	TANGIPAHOA PARISH	70403LFRGN42576	LAFARGE HAMMOND RMX	229	LAFARGE NORTH AMERICA INC	42576 CHAPMAN RD
30.184161	-90.992889	40	ASCENSION PARISH	70737SHLLCRIVER	SHELL CHEMICAL LP	219	SHELL PETROLEUM INC	7594 HIGHWAY 75
30.23019	-91.01912	40	ASCENSION PARISH	70734RGSGL35114	AIRGAS USA LLC	110	AIRGAS INC	35114 HIGHWAY 30
30.233183	-91.051	40	ASCENSION PARISH	70734NNTXSLAHWY	NOVA CHEMICALS OLEFINS LLC	131		5205 HWY 3115
30.47132	-91.09964	40	EAST BATON ROUGE PARISH	70815GLFWN8325S	GULF WANDES	100		8325 S CHOCTAW
30.010358	-91.106768	40	ASSUMPTION PARISH	70341KCHHY6225H	KOCH HYDROCARBON S.E. INC. PROMIX L.L.C.	131	KOCH INDUSTRIESS INC	6225 HWY. 996
30.076111	-91.934167	40	ST MARTIN PARISH	7051WTHMSP136PE	THOMAS PETROLEUM LLC LAFAYETTE	217	THOMAS PETROLEUM LLC	1306 PETROLEUM PKWY
31.28472	-92.4326	40	RAPIDES PARISH	71301DRWDT1KOPP	STELLA-JONES CORP	227	STELLA-JONES US HOLDING CORP	3600 KOPPERS ST
30.196389	-93.306944	40	CALCASIEU PARISH	70669KRNSL3300B	LOUISIANA PIGMENT CO LP	167		3300 BAYOU D'INDE RD
32.027239	-93.713653	40	DE SOTO PARISH	71052HNDRXHWY17	HENSLEY INDUSTRIES LOUISIANA FOUNDRY	225	KOMATSU AMERICA CORP	816 JENKINS ST
32.426677	-93.920376	40	CADDO PARISH	71130TRCKN7600G	GMTG - SHREVEPORT ASSEMBLY	127	GENERAL MOTORS LLC	7600 GENERAL MOTORS BLVD
