MAX(SubmissionYear),FacilityID,FacilityNumber,FRSID,Latitude,Longitude,LLOverridden,GridCode,X,Y,LatLongSource,LLYear,LLNotes,RadialDistance,FacilityName,Street,City,County,State,ZIPCode,ZIP9,FIPS,STFIPS,DUNS,ParentDUNS,ParentName,StandardizedParentCompany,Region,FederalFacilityFlag,FederalAgencyName,PublicContactName,PublicContactPhone,PublicContactPhoneExtension,PublicContactEmail,StackHeight,StackVelocity,StackDiameter,StackTemperature,StackHeightSource,StackVelocitySource,StackDiameterSource,StackTemperatureSource,StackHeightNEIYear,StackVelocityNEIYear,StackDiameterNEIYear,StackTemperatureNEIYear,ChromHexPercent,ChromSource,NewIndustryFlag,ModeledNAICS,NAICSCode3Digit,NAICSCode4Digit,NAICSCode5Digit,NAICS1,NAICS2,NAICS3,NAICS4,NAICS5,NAICS6,SIC1,FinalReach,FinalCOMID,ReachSource,DistanceToReach,HEM3ID,DistanceToHEM3,LLConfirmed,WaterReleases,ModeledReleases,ModChromReleases,DistanceToTribalLand,TribalLandName,FullNameTribalLand
2009,77437CRDLL1301N,49540,110000462473,29.201934,-96.253322,0,14,-30,841,FRS,2019,NULL,NULL,CARDELL CABINETS INC. EL CAMPO,1301 N BLUE CREEK RD,EL CAMPO,WHARTON,TX,77437,77437,48481,48,7373004,7373004,BJ TIDWELL INDUSTRIES,NULL,6,C,NULL,OSCAR RODRIGUEZ,2102250290,NULL,ORODRIGUEZ@CARDELLKITCHENS.COM,8.3,10,0.8,294.3,Fac Spec,Fac Spec,Fac Spec,NAICS 4 Digit,2005,2005,2005,2014,0.340000004,Default,NULL,337110,337,3371,33711,337110,NULL,NULL,NULL,NULL,NULL,2434,NULL,3764130,NULL,153.5505569,12935,52699.42472,NULL,NULL,1,NULL,NULL,NULL,NULL
2001,77437LCMPL703GL,49541,110042006664,29.182213,-96.281745,0,14,-34,838,FRS,2019,NULL,NULL,BON L CAMPO LP,902 GLADYS ST RTE 3,EL CAMPO,WHARTON,TX,77437,77437,48481,48,56256647,555463785,TREDEGAR CORP,NULL,6,C,NULL,TERRY D. SNELL,7702547690,NULL,NULL,15.5,10.8,1.2,358.7,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,331316,331,3313,33131,331316,NULL,NULL,NULL,NULL,NULL,3354,NULL,9354320,NULL,263.9020551,12935,50594.57652,NULL,NULL,1,1,NULL,NULL,NULL
2011,7743WCMPBL121BA,49542,110039074934,29.9504,-95.67477,0,14,39,943,FRS,2019,NULL,NULL,CAMPBELL RMC BARKER CYPRESS,12010 BARKER CYPRESS,CYPRESS,HARRIS,TX,77433,77433,48201,48,NA,NA,LEHIGH HANSON,NULL,6,C,NULL,BRAD GEORGE,7134666306,NULL,BRAD.GEORGE@HANSON.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1509233,NULL,466.2599912,53910,17072.67956,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,77445PRSHN175ZA,49543,110028207189,30.108478,-96.078416,0,14,-9,965,FRS,2019,NULL,NULL,PARISH INTERNATIONAL INC,1075 ZACH RD,HEMPSTEAD,WALLER,TX,77445,77445,48473,48,NA,NULL,NA,NA,6,C,NULL,JIMMY DAVIS,9798268222,NULL,JIMMYD@PARISHFORGE.COM,10.1,7.1,0.6,324.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.029999999,6DigitNAICS,NULL,332111,332,3321,33211,332111,332112,,,,,3462,NULL,3121204,NULL,1093.994416,53910,50816.13014,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1993,77445TXSLQZACHR,49544,110000504703,30.110083,-96.08139,0,14,-10,965,FRS,2019,NULL,NULL,TEXAS LIQUID FERTILIZER CO HEMPSTEAD,ZACH RD,HEMPSTEAD,WALLER,TX,77445,77445,48473,48,NA,43420082,ABELL CORP,NULL,6,C,NULL,KIM COKER,4098268063,NULL,NULL,17.8,9.6,0.6,371.5,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,325314,325,3253,32531,325314,NULL,NULL,NULL,NULL,NULL,5191,NULL,3121204,NULL,1166.850752,53910,51118.74349,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,77448MDRLLPOBOX,49545,110000599353,29.437167,-96.018,0,14,-2,873,FRS,2019,NULL,NULL,LAMBERTI USA INC,HWY 59 AT COUNTY RD 212,HUNGERFORD,WHARTON,TX,77448,77448,48481,48,125056379,NULL,NA,NA,6,C,NULL,CIRO RUGGIERO,6108621400,NULL,CIRO.RUGGIERO@LAMBERTI.COM,11.6,5.4,0.6,356.5,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325998,325,3259,32599,325998,NULL,NULL,NULL,NULL,NULL,2899,1.20904E+13,1606716,Outfall,37.01420543,12977,40608.64174,NULL,1,1,NULL,NULL,NULL,NULL
2012,77449GLPRD30603,49546,110000873779,29.783793,-95.900462,0,14,12,920,FRS,2019,NULL,NULL,IGLOO PRODUCTS CORP.,30603 KATY BROOKSHIRE RD,KATY,WALLER,TX,77494,77494,48473,48,62118427,62118427,I PRODUCTS CORP,I PRODUCTS CORP,6,C,NULL,AL M. PAYTON,7135846800,NULL,APAYTON@IGLOOCORP.COM,9.4,9.7,0.7,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.180000007,4DigitNAICS,NULL,326150,326,3261,32615,326150,NULL,NULL,NULL,NULL,NULL,3086,1.20401E+13,1439187,Outfall,13.35699013,12977,29684.13124,NULL,1,1,NULL,NULL,NULL,NULL
2018,7744WCMPBL1696K,49547,110038520339,30.01328,-95.81522,0,14,22,952,FRS,2019,NULL,NULL,CAMPBELL RMC HOCKLEY,16960 KATY HOCKLEY RD,HOCKLEY,HARRIS,TX,77447,77447,48201,48,19915711,967342197,LEHIGH HANSON,LEHIGH HANSON,6,C,NULL,VISHAM SEUNARINE,2816471154,NULL,VISHAM.SEUNARINE@LEHIGHHANSON.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1508091,NULL,1764.859629,53910,25816.32396,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7744WCMPBL2461F,49548,110006688584,29.80174,-95.79575,0,14,24,923,FRS,2019,NULL,NULL,CAMPBELL RMC KATY,24610 FRANZ RD,KATY,HARRIS,TX,77493,77493,48201,48,19915711,967342197,LEHIGH HANSON,LEHIGH HANSON,6,C,NULL,VISHAM SEUNARINE,2816471154,NULL,VISHAM.SEUNARINE@LEHIGHHANSON.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1439057,NULL,2556.555336,12977,24116.37978,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7744WCMXCN17919,49549,110060259287,30.03537,-95.85723,0,14,17,955,FRS,2019,NULL,NULL,CEMEX CONSTRUCTION MATERIALS HOUSTON LLC - HOCKLEY,17919 KERMIER ROAD,HOCKLEY,HARRIS,TX,77447,77447,48201,48,NA,189840945,CEMEX INC,CEMEX INC,6,C,NULL,DANIEL ESCOBAR,7133324040,NULL,DANIEL.ESCOBARD@CEMEX.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1508091,NULL,554.1365675,53910,29431.51012,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,7744WHCKLY1691K,49550,110067174248,30.01124,-95.81521,0,14,22,951,FRS,2019,NULL,NULL,HOCKLEY PLANT,16910 KATY HOCKLEY RD,HOCKLEY,HARRIS,TX,77447,77447,48201,48,969962146,969962146,ARGOS USA CORP,ARGOS USA CORP,6,C,NULL,JENNIFER WARNER,9726210999,NULL,JWARNER@ARGOS-US.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1508091,NULL,1971.33592,53910,25864.18934,NULL,1,1,NULL,NULL,NULL,NULL
2013,7744WMSSNP97WES,49551,110041999727,29.87795,-95.54378,0,14,54,933,FRS,2019,NULL,NULL,NOV MISSION PRODUCTS WEST GULF BANK,9700 WEST GULF BANK ROAD,HOUSTON,HARRIS,TX,77040,77040,48201,48,NA,161681044,NATIONAL OILWELL VARCO LP,NATIONAL OILWELL VARCO INC,6,C,NULL,ELBERT SHACKELFORD,2812727734,NULL,ELBERT.SHACKELFORD@NOV.COM,9.6,9.7,0.8,298.1,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,333996,333,3339,33399,333996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1438617,NULL,457.6907375,53910,20484.64317,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7744WRFNRY3816F,49552,110063681724,30.054246,-96.039944,0,14,-5,957,FRS,2019,NULL,NULL,REFINERY SPECIALTIES HEMPSTEAD FACILITY,38106 FM 3346 RD,HEMPSTEAD,WALLER,TX,77445,77445,48473,48,609834148,NA,RSI HOLDINGS LLC,RSI HOLDINGS LLC,6,C,NULL,KARL MUELLER,9798264961,313,KARL.MUELLER@RSICHEM.COM,10.7,7.1,0.6,317.6,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325998,325,3259,32599,325998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3121312,NULL,398.9787689,53910,46871.85822,NULL,NULL,1,NULL,NULL,NULL,NULL
1995,77450CMRNL29501,49553,110008157181,29.781375,-95.812485,0,14,22,920,FRS,2019,NULL,NULL,CAMERON ELASTOMER TECH,29501 KATY FWY,KATY,WALLER,TX,77494,77494,48473,48,879041309,879041309,COOPER CAMERON CORP,NULL,6,C,NULL,JESSE MCKENDREE,7135133300,NULL,NULL,9.4,10,0.6,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,326291,326,3262,32629,326291,NULL,NULL,NULL,NULL,NULL,3061,NULL,1440459,NULL,1238.500967,12977,23291.53341,NULL,NULL,1,NULL,NULL,NULL,NULL
1998,77459CPRND16500,49554,110000462491,29.62356,-95.52593,0,14,57,898,FRS,2019,NULL,NULL,COOPER CAMERON VALVE,16500 S MAIN,MISSOURI CITY,FORT BEND,TX,77489,774891328,48157,48,622015675,879041309,COOPER CAMERON CORP,NULL,6,C,NULL,JESSE MCKENDREE,7135133325,NULL,NULL,9.7,8.6,0.6,308.1,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,332911,332,3329,33291,332911,NULL,NULL,NULL,NULL,NULL,3491,NULL,1572592,NULL,3335.623399,12977,12573.94003,NULL,NULL,1,1,NULL,NULL,NULL
1995,77459FLTCC14019,49555,110002134020,29.62063,-95.539604,0,14,55,898,FRS,2019,NULL,NULL,FLOATEC CORP,14019 D S GESSNER,MISSOURI CITY,HARRIS,TX,77459,77459,48201,48,NA,NA,NA,NULL,6,C,NULL,R. L. WYKE,7134999981,NULL,NULL,9.4,9.7,0.7,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.180000007,4DigitNAICS,NULL,326140,326,3261,32614,326140,NULL,NULL,NULL,NULL,NULL,3086,NULL,1572592,NULL,2034.046242,12977,11252.19092,NULL,NULL,1,NULL,NULL,NULL,NULL
2016,77459SFTYK158IN,49556,110000702160,29.62086,-95.53909,0,14,55,898,FRS,2019,NULL,NULL,SAFETY-KLEEN SYSTEMS MISSOURI CITY (MIS),1580 IND US TRIAL RD,MISSOURI CITY,FORT BEND,TX,77459,77459,48157,48,53976551,157793639,CLEAN HARBORS INC,CLEAN HARBORS INC,6,C,NULL,SCOTT BONNER,2812086500,NULL,SCOTT.BONNER@SAFETY-KLEEN.COM,7.7,8.8,0.5,310.9,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,1,562112,562,5621,56211,562112,484220,484230,,,,7389,NULL,1572592,NULL,2089.028297,12977,11301.54236,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,77465CHVRNSTATE,49557,110056970568,29.070847,-95.750363,1,14,30,823,Manual,2015,GoogleEarth,NULL,CHEVRON PHILLIPS CHEMICAL CO LP SWEENY COMPLEX,21441 LOOP 419,SWEENY,BRAZORIA,TX,77480,77480,48039,48,NA,152975665,CHEVRON PHILLIPS CHEMICAL CO LLC,CHEVRON PHILLIPS CHEMICAL CO LLC,6,C,NULL,GLENN HEIL,9794915730,NULL,HEILGS@CPCHEM.COM,38.9,0.1,1.1,810.9,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,325110,325,3251,32511,325110,NULL,NULL,NULL,NULL,NULL,2869,NULL,1612504,NULL,905.7830548,12976,28355.81636,NULL,NULL,1,NULL,NULL,NULL,NULL
2009,77465TRNSF17291,49558,110030818168,28.72108,-96.21039,0,14,-25,775,FRS,2019,NULL,NULL,"TRAN SPORT BOATS, INC.",1729 1ST ST,PALACIOS,MATAGORDA,TX,77465,77465,48321,48,NA,NA,NA,NULL,6,C,NULL,JACK BENTON,8067839944,NULL,JACK@BENTONCONSULTANTS.COM,9.8,12,0.9,297,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.180000007,6DigitNAICS,NULL,336612,336,3366,33661,336612,NULL,NULL,NULL,NULL,NULL,3732,NULL,9356696,NULL,1363.174376,12935,4033.992403,NULL,NULL,1,NULL,NULL,NULL,NULL
2009,77469CPRND126CO,49559,110001867221,29.579745,-95.771614,0,14,27,892,FRS,2019,NULL,NULL,RICHMOND FOUNDRY A MATRIX METALS LLC CO,126 COLLINS RD,RICHMOND,FORT BEND,TX,77469,77469,48157,48,NA,NA,SANMAR GROUP,NULL,6,C,NULL,MARVIN HICKS,2813425511,NULL,MH1M@MATRIX-SANMARGROUP.COM,1.8,12.7,0.9,323.1,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2008,2008,2008,2008,0.029999999,6DigitNAICS,NULL,331513,331,3315,33151,331513,NULL,NULL,NULL,NULL,NULL,3325,NULL,3123242,NULL,57.12640332,12977,12125.18856,NULL,1,1,1,NULL,NULL,NULL
2018,77469STHRN1805L,49560,110000462507,29.580157,-95.764403,0,14,28,892,FRS,2019,NULL,NULL,443 - RICHMOND OILSEEDS,1805 LIBERTY ST,RICHMOND,FORT BEND,TX,77469,77469,48157,48,609820071,1307586,ARCHER DANIELS MIDLAND CO,ARCHER DANIELS MIDLAND CO,6,C,NULL,MEDIA  RELATIONS,3126348484,NULL,MEDIA@ADM.COM,20.6,21.2,0.6,299,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.340000004,Default,NULL,311224,311,3112,31122,311224,NULL,NULL,NULL,NULL,NULL,2074,NULL,3123242,NULL,328.2075667,12977,11466.97669,NULL,NULL,1,NULL,NULL,NULL,NULL
2007,77469TXPSL7535H,49561,110007177553,29.649541,-95.71461,0,14,34,902,FRS,2019,NULL,NULL,TXI OPERATIONS LP - CLODINE E S&C,7535 HARLEM RD,RICHMOND,FORT BEND,TX,77469,774697909,48157,48,839379963,41083403,TEXAS INDUSTRIES INC,NULL,6,C,NULL,RANDY JONES,9726476700,NULL,RJONES@TXI.COM,2.4,0,0.9,298.1,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2008,2008,2008,2008,0.430000007,6DigitNAICS,NULL,327992,327,3279,32799,327992,NULL,NULL,NULL,NULL,NULL,3295,NULL,1572546,NULL,353.0756305,12977,6439.408004,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7746WCNCPL1977F,49562,110017693673,29.70407,-95.72673,0,14,33,909,FRS,2019,NULL,NULL,CINCO PLANT,19707 FM 1093,RICHMOND,FORT BEND,TX,77469,77469,48157,48,969962146,969962146,ARGOS USA CORP,ARGOS USA CORP,6,C,NULL,JENNIFER WARNER,9726210999,NULL,JWARNER@ARGOS-US.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1440377,NULL,1406.704584,12977,11401.07558,NULL,1,1,NULL,NULL,NULL,NULL
2018,7746WRCHMN4815R,49563,110017887250,29.56364,-95.70204,0,14,36,890,FRS,2019,NULL,NULL,RICHMOND PLANT,4815 RANSOM RD,RICHMOND,FORT BEND,TX,77469,77469,48157,48,969962146,969962146,ARGOS USA CORP,ARGOS USA CORP,6,C,NULL,JENNIFER WARNER,9726210999,NULL,JWARNER@ARGOS-US.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3123256,NULL,504.8367328,12977,7869.443493,NULL,1,1,NULL,NULL,NULL,NULL
2005,77471CNTRY835HW,49564,110025333994,29.564185,-95.829212,0,14,20,890,FRS,2019,NULL,NULL,CENTURY ASPHALT LTD. ROSENBERG PLANT,835 HWY 36 N,ROSENBERG,FORT BEND,TX,77471,77471,48157,48,NA,NA,NA,NULL,6,C,NULL,PHILLIP KING,2814212621,NULL,NULL,10.7,11.6,1,397,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.430000007,6DigitNAICS,NULL,324121,324,3241,32412,324121,NULL,NULL,NULL,NULL,NULL,2951,NULL,3123262,NULL,224.6020729,12977,17939.2997,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,77471FRTLY3310H,49565,110000599362,29.57301,-95.86546,0,14,16,891,FRS,2019,NULL,NULL,"FRITO-LAY,INC",3310 HWY 36 N,ROSENBERG,FORT BEND,TX,77471,77471,48157,48,102685203,1287762,PEPSICO INC,PEPSICO INC,6,C,NULL,BEN DAVID,2812321518,NULL,BEN.DAVID@PEPSICO.COM,23.4,8.9,1.3,392,Fac Spec,Fac Spec,Fac Spec,NAICS 4 Digit,2005,2005,2005,2014,0.340000004,Default,NULL,311919,311,3119,31191,311919,NULL,NULL,NULL,NULL,NULL,2096,NULL,3123262,NULL,851.9110452,12977,20971.60836,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1997,77471GRFFT30444,49566,110000769829,29.536111,-95.846667,0,14,18,886,FRS,2019,NULL,NULL,GRIFFITH OIL TOOL,30444 SW FREEWAY,ROSENBERG,FORT BEND,TX,77471,77471,48157,48,95189502,161681044,NATIONAL OILWELL,NULL,6,C,NULL,DAVE AITCHISON,2813429764,NULL,NULL,10.4,10.6,0.8,295.4,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.449999988,6DigitNAICS,NULL,333132,333,3331,33313,333132,NULL,NULL,NULL,NULL,NULL,3533,NULL,3123328,NULL,605.8729794,12977,20764.73912,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,77471MTTST167SP,49567,110020515691,29.5447,-95.84131,0,14,19,888,FRS,2019,NULL,NULL,ROSENBERG BLOCK PLANT,1607 SPUR 529,ROSENBERG,FORT BEND,TX,77471,77471,48157,48,NA,37176591,OLDCASTLE INC,CRH AMERICAS INC,6,C,NULL,LANDRUM ELLIS,5125506147,NULL,LANDRUM.ELLIS@OLDCASLTE.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327331,327,3273,32733,327331,NULL,NULL,NULL,NULL,NULL,3271,NULL,3123332,NULL,135.8565283,12977,19874.15399,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,77471PRNML825HW,49568,110000743786,29.56419,-95.82926,0,14,20,890,FRS,2019,NULL,NULL,LAND O'LAKES PURINA FEED LLC - ROSENBERG,825 HWY 36 N,ROSENBERG,FORT BEND,TX,77471,77471,48157,48,NA,6253835,LAND O LAKES INC,LAND O LAKES INC,6,C,NULL,BROOKE DILLON,6513756642,NULL,BDILLON@LANDOLAKES.COM,12.2,10.3,0.7,394.3,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.370000005,6DigitNAICS,NULL,311119,311,3111,31111,311119,NULL,NULL,NULL,NULL,NULL,2048,NULL,3123262,NULL,224.2310918,12977,17943.43307,NULL,NULL,1,NULL,NULL,NULL,NULL
2002,77471QNXCRSCOTT,49569,110000462516,29.542015,-95.852234,0,14,18,887,FRS,2019,NULL,NULL,VISION METALS INC GULF STATES TUBE DIV,221 SCOTT RD,ROSENBERG,FORT BEND,TX,77471,77471,48157,48,NA,55146492,VISION METALS INC,NULL,6,C,NULL,HENRY PAVLICEK,2813425401,NULL,NULL,11.2,6.3,0.6,355.4,Fac Spec,Fac Spec,Fac Spec,NAICS 4 Digit,2005,2005,2005,2014,0.340000004,Default,NULL,331210,331,3312,33121,331210,NULL,NULL,NULL,NULL,NULL,3317,NULL,3123328,NULL,1262.521593,12977,20956.78426,NULL,1,1,1,NULL,NULL,NULL
2018,77471SDPRTCOUNT,49570,110001148954,28.92,-95.36996,0,14,76,802,FRS,2019,NULL,NULL,US DOE BRYAN MOUND SPR SITE,COUNTY RD 242A,FREEPORT,BRAZORIA,TX,77541,77541,48039,48,NA,NULL,NA,US DEPARTMENT OF ENERGY,6,F,DOE,JOSEPH CATYB,5047344060,NULL,JOSEPH.CATYB@SPR.DOE.GOV,4,0,0.9,294.3,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.340000004,Default,1,424710,424,4247,42471,424710,NULL,NULL,NULL,NULL,NULL,5171,NULL,1576328,NULL,1325.170869,12976,22944.49306,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,77474CMBRC562PE,49571,110017424027,29.82465,-96.13706,0,14,-16,926,FRS,2019,NULL,NULL,ACME BRICK CO-SAN FELIPE PLANT,6005 PETER SAN FELIPE RD,SEALY,AUSTIN,TX,77474,77474,48015,48,825206340,1024314,BERKSHIRE HATHAWAY INC,BERKSHIRE HATHAWAY INC,6,C,NULL,JASON WINNER,8173324101,NULL,ENVIRONMENTAL@BRICK.COM,20.9,12.8,1.4,367.3,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.340000004,Default,NULL,327120,327,3271,32712,327120,NULL,NULL,NULL,NULL,NULL,3251,NULL,3122534,NULL,1446.259973,12977,51630.20911,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,77474MSSFL57USH,49572,110025317379,29.775278,-96.131667,0,14,-16,919,FRS,2019,NULL,NULL,MAASS FLANGE CORP- SEALY,507 U.S. HWY 90 E,SEALY,AUSTIN,TX,77474,77474,48015,48,NA,NULL,NA,NA,6,C,NULL,DAVID H. COOK,7133295500,NULL,DCOOK@MAASSFLANGE.COM,10.1,7.1,0.6,324.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.029999999,6DigitNAICS,NULL,332111,332,3321,33211,332111,NULL,NULL,NULL,NULL,NULL,3463,NULL,3122646,NULL,2297.503702,12977,49003.37183,NULL,NULL,1,1,NULL,NULL,NULL
2012,77474STWRT5000I,49573,110020050665,29.7647,-96.2181,0,14,-26,918,FRS,2019,NULL,NULL,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,5000 IH-10 W,SEALY,AUSTIN,TX,77474,77474,48015,48,557414000,557414000,BAE SYSTEMS INC,BAE SYSTEMS INC,6,C,NULL,MARK STURROCK,8326732172,NULL,MARK.STURROCK@BAESYSTEMS.COM,21.3,10.9,1.2,360.4,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2011,2011,2011,2011,0.340000004,Default,NULL,336992,336,3369,33699,336992,NULL,NULL,NULL,NULL,NULL,3711,1.20904E+13,1605390,Outfall,1097.388743,12977,56566.27631,NULL,1,1,1,NULL,NULL,NULL
2018,77477CMXST4122S,49574,110012703627,29.624175,-95.575287,0,14,51,898,FRS,2019,NULL,NULL,CEMEX CONSTRUCTION MATERIALS HOUSTON LLC - STAFFORD,4122 SOUTH MAIN,STAFFORD,FORT BEND,TX,77477,77477,48157,48,NA,189840945,CEMEX INC,CEMEX INC,6,C,NULL,DANIEL ESCOBAR,7133324040,NULL,DANIEL.ESCOBARD@CEMEX.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,3273,NULL,1572592,NULL,474.7183715,12977,7805.552655,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1996,77477FLTCC13393,49575,110001132444,29.62859,-95.56492,0,14,52,899,FRS,2019,NULL,NULL,FLOATEC CORP,13393 MURPHY RD,STAFFORD,HARRIS,TX,77477,77477,48201,48,NA,NA,NA,NULL,6,C,NULL,SHARI WALSH,7137969743,NULL,NULL,9.4,9.7,0.7,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.180000007,4DigitNAICS,NULL,326140,326,3261,32614,326140,NULL,NULL,NULL,NULL,NULL,3086,NULL,1572592,NULL,1551.9124,12977,8834.140833,NULL,NULL,1,NULL,NULL,NULL,NULL
1992,77477FLTCC9803M,49576,110002134039,29.63287,-95.54991,0,14,54,900,FRS,2019,NULL,NULL,FLOATEC CORP,9803 MULA RD,STAFFORD,HARRIS,TX,77477,77477,48201,48,NA,NA,NA,NULL,6,C,NULL,R. L. WYKE,7134999981,NULL,NULL,9.4,9.7,0.7,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.180000007,4DigitNAICS,NULL,326140,326,3261,32614,326140,NULL,NULL,NULL,NULL,NULL,3086,NULL,1572592,NULL,2577.020485,12977,10325.31905,NULL,NULL,1,NULL,NULL,NULL,NULL
