TotalemploymentnumberofjobsUmp,FarmemploymentUmpPCT,MiningquarryingandoilandgasextractionUmpPCT,ConstructionUmpPCT,ForestryfishingandrelatedactivitiesUmpPCT,HealthcareandsocialassistanceUmpPCT,PerCapitapersonalincome2018,GDP2018,PercentPopulationUnder18,PercentPopulationOver65,PercentNonwhite,PercentofPopulationBelowPovertyLevel,UnemploymentRate,Populationpersquaremile2010,discuss,discussOppose,reducetax,reducetaxOppose,CO2limits,CO2limitsOppose,localofficials,localofficialsOppose,governor,governorOppose,congress,congressOppose,president,presidentOppose,corporations,corporationsOppose,citizens,citizensOppose,regulate,regulateOppose,supportRPS,supportRPSOppose,drilloffshore,drilloffshoreOppose,drillANWR,drillANWROppose,fundrenewables,fundrenewablesOppose,rebates,rebatesOppose,mediaweekly,mediaweeklyOppose,prienv,prienvOppose,teachGW,teachGWOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmUS,harmUSOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose,affectweather,affectweatherOppose
10835.0,4.49,,2.11,,,45378.0,600821,24.21,20.07,1.88,11.09,3.3,24.2,34.72,65.14,63.27,37.22,65.47,34.08,51.61,17.3,50.46,18.44,57.23,21.42,56.46,14.39,68.92,12.21,62.84,12.43,69.28,29.69,60.54,37.89,54.9,43.98,32.78,66.42,83.69,15.58,80.21,19.18,36.14,63.2,69.75,26.8,74.03,26.04,64.1,18.79,50.03,35.04,49.42,28.31,56.58,43.22,37.63,57.38,54.49,38.44,60.98,31.42,68.18,25.57,69.25,24.91,43.37,56.63,57.8,7.68
17039.0,2.01,,1.6,,4.14,45808.0,1137572,21.9,21.7,5.77,11.55,3.4,44.2,32.2,67.74,62.46,37.54,63.41,35.79,52.13,17.95,50.13,19.01,55.76,22.74,55.62,15.53,67.33,12.69,60.1,13.31,69.6,29.27,60.49,37.97,54.78,44.3,34.49,65.12,81.78,17.74,80.0,19.42,32.51,66.3,68.92,27.63,72.47,27.38,61.06,21.18,47.81,36.3,47.1,29.28,55.17,44.68,36.2,56.64,52.16,38.94,58.93,32.06,66.2,27.23,66.68,27.47,41.53,58.47,54.92,8.03
29890.0,1.71,,1.53,,3.46,53549.0,2690313,22.76,18.14,5.46,10.56,3.0,61.0,33.36,66.59,61.02,39.11,63.86,35.48,50.91,18.11,49.31,19.09,54.57,21.84,54.83,15.13,66.1,12.56,60.09,13.25,69.76,29.16,60.94,37.59,54.24,44.92,33.91,65.74,83.32,16.14,80.06,19.45,34.59,64.29,68.96,27.75,70.97,27.5,62.11,19.83,48.0,36.52,49.52,29.02,55.11,44.73,35.84,58.29,52.02,40.43,59.64,32.51,66.19,28.15,67.26,27.18,41.79,58.21,57.26,8.08
3446.0,5.11,0.11,2.83,1.06,,52556.0,332796,22.08,23.06,2.55,10.52,4.5,11.0,34.08,65.92,60.31,40.13,65.17,34.69,50.39,18.58,50.76,19.06,56.34,22.18,57.31,15.62,67.37,12.12,61.0,12.97,70.14,29.3,61.19,37.24,53.07,46.28,31.82,67.74,82.74,16.85,80.02,19.75,35.1,63.96,68.25,28.39,72.67,27.41,61.93,20.99,48.91,34.72,50.85,28.42,54.37,45.46,35.18,58.95,51.58,41.0,59.46,32.79,67.51,26.68,67.14,27.1,40.92,59.08,54.73,8.55
1204282.0,0.02,0.02,1.05,0.02,3.81,74698.0,122552072,22.16,12.93,26.95,11.31,2.8,2081.7,43.62,56.52,72.83,27.37,77.71,22.07,60.02,13.78,60.45,13.35,68.41,16.23,63.37,10.92,76.11,9.05,70.87,9.21,78.18,21.17,71.52,27.71,44.69,54.68,24.51,75.43,87.5,12.25,83.32,16.9,39.76,58.85,75.1,21.95,85.41,14.94,74.3,12.02,63.44,25.23,62.42,22.77,67.77,32.29,44.26,51.41,62.76,30.59,71.57,22.12,77.98,16.14,77.69,16.78,50.83,49.17,69.43,5.97
8878.0,3.22,0.07,2.31,0.43,3.76,52354.0,523549,21.53,19.96,2.9,8.72,3.2,34.5,31.86,68.08,60.82,38.73,61.58,37.57,51.39,17.36,49.46,18.97,54.57,22.7,55.28,15.09,67.13,12.31,59.94,12.91,69.23,29.85,60.08,38.6,55.8,43.3,34.87,64.98,82.32,17.24,80.28,19.15,32.14,66.75,69.57,26.98,72.83,26.99,59.96,21.44,47.51,37.36,46.18,30.5,54.27,45.65,35.54,57.8,51.99,39.56,59.03,32.43,66.39,27.13,66.66,27.73,41.01,58.99,54.67,8.09
9721.0,1.22,,2.68,,,43235.0,670585,21.12,24.03,6.03,10.68,5.4,22.1,32.73,67.21,58.79,41.7,61.91,37.57,49.38,19.23,48.01,20.59,55.16,23.78,53.78,16.56,66.32,13.43,59.18,14.19,67.74,31.36,59.2,39.31,57.1,42.01,35.91,63.48,82.54,17.03,79.27,20.27,34.68,64.41,67.62,29.1,70.38,29.49,60.82,21.86,45.88,38.71,46.03,31.09,52.72,47.11,34.71,59.24,50.74,42.13,57.47,35.44,64.85,28.42,66.13,28.2,40.59,59.41,54.85,8.59
16649.0,1.4,0.0,2.13,0.15,4.92,44049.0,1095281,24.39,14.5,4.44,7.02,4.1,86.8,32.06,67.87,57.98,42.46,61.28,38.12,48.36,19.82,47.44,21.33,52.47,25.26,53.28,17.33,65.4,14.11,58.97,14.94,66.47,32.67,57.56,40.96,55.57,43.72,36.82,62.73,81.6,18.07,78.56,20.95,32.38,66.63,66.62,29.99,70.08,29.76,57.5,23.21,45.56,39.31,47.13,31.62,51.18,48.64,34.24,59.61,49.45,42.72,56.25,36.09,63.16,31.48,63.81,31.33,39.46,60.54,53.9,8.89
22224.0,0.48,,1.82,,5.12,43685.0,2079149,21.19,21.41,7.01,12.28,6.0,16.9,31.38,68.06,57.73,40.95,58.27,41.38,50.9,16.04,49.8,17.65,52.23,22.28,57.72,14.27,66.33,10.78,58.35,11.38,69.78,29.68,59.87,37.71,54.31,42.6,31.55,68.73,81.52,17.59,80.36,18.89,29.24,69.82,70.71,25.64,74.39,25.93,58.46,20.68,47.48,35.66,45.97,28.03,54.03,45.32,34.94,57.28,52.52,38.5,60.43,29.75,68.16,25.39,66.51,27.38,38.94,61.06,48.5,8.41
7782.0,3.45,0.08,1.28,0.8,,53276.0,671346,22.18,20.45,4.8,7.57,3.4,14.6,30.89,69.03,56.99,43.11,57.25,42.15,48.57,19.33,46.56,21.35,50.33,25.24,52.14,17.74,64.35,13.85,57.52,14.65,66.39,32.79,57.15,41.35,60.54,38.46,37.55,61.99,81.6,18.04,78.66,20.76,31.46,67.65,67.16,29.47,68.96,30.9,57.94,23.4,45.16,38.92,43.66,32.33,51.5,48.31,34.48,58.85,49.94,41.66,56.7,34.6,63.97,29.31,64.3,29.71,38.16,61.84,51.86,8.95
6342.0,2.62,,2.46,,2.51,42509.0,383613,21.76,19.31,3.61,11.41,5.9,31.1,31.91,67.98,59.84,40.66,62.18,37.34,49.37,19.01,48.2,20.19,53.94,23.45,54.74,16.23,65.26,13.39,59.09,14.01,67.84,31.17,58.51,39.75,56.51,42.38,35.18,64.07,81.81,17.6,78.68,20.75,33.04,66.1,67.35,29.11,70.71,29.2,59.25,22.08,46.69,37.35,46.28,29.92,52.53,47.25,35.27,58.38,50.94,40.89,57.48,33.99,64.77,28.69,65.47,28.32,40.4,59.6,53.81,8.54
31327.0,1.6,,1.8,,,54667.0,2561566,24.1,17.49,11.87,11.11,3.5,53.0,30.86,69.07,59.06,40.87,62.32,36.73,50.47,18.9,49.21,20.43,51.48,24.02,52.65,16.66,65.64,13.83,57.83,14.55,66.68,32.23,58.25,40.35,56.56,42.59,36.94,62.79,80.84,18.82,78.93,20.43,31.26,67.51,67.85,28.86,70.05,29.52,58.05,23.24,44.83,39.57,44.32,30.31,52.86,47.0,35.57,57.02,50.64,40.36,57.28,33.89,63.31,29.16,63.92,29.33,39.81,60.19,52.94,8.5
2720.0,6.46,,1.45,,4.24,55597.0,287951,21.56,23.43,2.14,10.79,3.6,4.1,35.51,64.33,62.85,37.61,65.08,34.56,51.59,17.11,50.52,18.31,57.61,21.78,57.22,14.35,68.57,12.08,62.52,12.16,69.37,29.61,60.49,37.9,53.89,44.89,32.03,67.22,83.59,15.65,80.01,19.39,36.52,62.95,70.03,26.51,74.52,25.65,63.32,18.96,50.26,34.42,50.89,27.09,56.92,42.87,38.29,56.81,55.4,37.4,61.5,30.85,68.2,25.99,69.24,25.31,43.96,56.04,57.31,7.61
6234.0,0.83,0.1,2.19,,,41890.0,483803,19.14,22.22,6.42,16.72,6.4,4.3,34.58,65.29,63.08,37.27,64.9,34.58,51.6,17.41,50.34,18.58,57.05,21.82,56.61,14.52,68.03,12.33,61.84,12.53,69.44,29.47,60.5,37.87,54.4,44.43,32.99,66.3,83.39,15.88,80.04,19.35,35.24,63.98,69.72,26.78,73.95,26.06,62.81,19.25,49.66,35.21,49.79,27.82,56.4,43.41,37.86,56.67,54.48,37.82,60.82,31.16,67.51,26.18,68.54,25.72,43.62,56.38,57.28,7.66
4255.0,6.23,0.0,1.83,0.9,2.57,55688.0,355101,19.8,25.38,3.27,9.18,3.7,9.5,33.25,66.65,61.12,39.13,62.8,36.68,50.75,17.88,49.38,19.27,55.6,22.79,55.76,15.28,67.16,12.66,60.76,13.04,68.67,30.34,59.47,38.97,56.01,42.86,34.2,65.2,82.78,16.6,79.61,19.82,34.25,64.94,68.93,27.62,72.76,27.24,61.04,20.58,48.12,36.48,47.74,29.15,54.62,45.2,36.56,57.57,52.98,39.11,59.37,32.36,66.44,27.2,67.24,26.94,42.0,58.0,55.47,8.04
6025.0,0.18,,,0.54,,48132.0,678920,18.39,24.43,3.18,9.08,3.6,5.2,36.36,63.59,65.32,34.64,68.13,31.21,53.95,16.41,53.01,17.26,59.76,20.08,58.26,13.33,70.4,11.28,63.92,11.62,71.82,27.09,63.76,34.89,51.89,47.24,31.57,68.15,84.77,14.61,81.97,17.53,37.25,61.64,71.36,25.33,76.3,23.59,66.18,17.33,52.23,33.77,53.54,26.87,59.14,40.73,38.45,56.28,55.63,36.85,62.97,29.36,69.88,23.81,70.53,24.0,45.53,54.47,60.53,7.21
2572.0,2.02,0.09,,0.85,2.26,57357.0,185363,18.77,22.03,6.48,7.29,4.1,3.1,36.13,63.7,61.05,40.15,65.49,34.78,49.7,18.01,49.99,18.71,57.22,22.19,57.98,15.08,67.55,12.26,62.07,12.34,68.93,30.41,59.47,38.68,52.56,46.32,30.24,68.71,82.84,16.41,78.85,20.76,37.76,62.03,68.68,27.86,73.46,27.02,62.54,20.06,50.24,32.98,52.22,26.01,55.56,44.17,37.77,57.98,54.95,38.66,60.97,32.03,68.03,27.22,68.67,26.13,42.81,57.19,55.24,8.11
13820.0,2.23,,2.39,,2.01,48799.0,909516,24.07,16.5,3.92,8.75,4.5,61.7,31.56,68.41,58.75,41.42,60.68,38.65,49.3,19.37,47.74,20.58,53.33,23.45,53.86,16.5,64.75,13.52,58.39,14.52,67.35,31.71,58.85,39.63,57.77,41.37,36.44,63.13,82.03,17.57,78.89,20.64,32.41,66.43,67.18,29.49,69.98,29.71,58.88,22.07,46.2,38.47,45.96,31.4,51.45,48.42,34.07,59.25,49.49,42.41,56.63,35.31,63.83,30.24,64.16,30.47,39.26,60.74,53.24,8.77
3283.0,7.91,0.0,3.4,,,48520.0,353748,23.04,24.48,2.32,11.01,3.8,11.0,32.47,67.4,59.37,41.0,60.56,38.96,49.57,18.33,47.89,20.07,54.08,23.99,54.66,16.06,66.09,13.19,59.65,13.54,67.3,31.78,57.89,40.53,57.6,41.2,35.27,64.04,82.13,17.27,78.81,20.6,33.74,65.6,68.23,28.3,71.39,28.68,59.23,21.8,46.8,37.39,45.8,29.98,53.11,46.69,35.99,58.19,52.33,39.83,58.24,33.5,65.24,28.61,66.2,28.1,40.91,59.09,53.86,8.31
19135.0,1.46,0.03,1.2,0.17,3.28,49455.0,1378792,24.84,14.74,11.9,13.08,3.2,36.2,33.61,66.23,60.72,39.52,62.18,37.15,50.54,18.0,49.49,19.39,55.73,22.8,55.05,15.39,66.73,13.14,60.66,13.46,67.66,31.09,59.33,38.94,55.74,43.0,34.3,64.99,82.58,16.68,79.29,19.93,33.66,65.45,68.91,27.84,72.02,27.84,61.62,20.32,48.67,36.04,48.26,29.07,55.15,44.61,37.39,56.8,53.42,38.81,60.09,31.95,66.65,26.95,67.7,26.45,41.76,58.24,56.05,8.02
21913.0,1.32,,1.5,,4.43,49136.0,1782458,23.52,17.73,4.71,8.28,3.7,74.6,29.77,70.2,55.68,44.46,56.75,42.43,47.77,20.51,44.44,22.31,49.44,26.02,51.02,18.32,61.34,14.88,55.44,15.78,65.74,33.18,56.15,42.46,61.2,37.88,39.08,60.45,81.56,18.11,78.11,21.35,31.06,67.78,65.97,30.69,67.97,31.71,55.76,24.06,42.43,42.87,40.58,33.83,49.81,50.03,32.66,60.18,47.91,43.36,55.31,35.94,62.22,31.06,63.0,30.98,37.96,62.04,51.93,9.15
2770.0,3.52,0.0,1.62,,0.99,36950.0,182241,31.05,16.96,53.42,22.18,4.7,9.7,34.68,65.08,67.15,32.51,67.09,31.91,55.23,16.0,53.56,17.12,61.73,19.43,59.18,12.42,70.5,12.04,63.64,11.86,69.75,28.85,62.06,36.06,51.69,46.81,32.06,66.95,84.2,14.83,81.11,17.88,31.1,67.41,72.11,24.21,75.83,23.85,65.87,15.85,51.79,33.75,48.15,26.7,60.58,39.31,43.1,50.69,58.69,32.83,64.81,27.15,69.43,23.59,70.65,23.64,47.02,52.98,58.86,6.58
4518.0,8.3,,2.33,,,51509.0,374093,22.93,20.14,2.96,7.7,5.9,5.3,33.0,66.93,58.36,42.23,62.62,37.34,48.94,19.06,49.07,19.83,54.63,23.42,56.19,16.43,65.91,12.73,59.7,13.47,68.36,31.09,59.1,39.19,54.68,44.47,32.8,66.61,81.72,17.82,78.79,20.9,34.08,65.19,67.45,29.16,71.23,28.97,59.79,22.16,47.55,35.45,48.55,28.76,52.87,46.93,34.9,59.1,51.17,41.28,58.36,33.67,66.21,28.11,66.01,28.14,39.81,60.19,52.51,8.88
12574.0,2.35,0.03,1.5,0.68,4.18,50083.0,1024825,21.75,22.22,2.95,11.12,3.8,29.3,30.81,69.09,58.95,41.55,59.85,39.54,49.08,19.54,47.9,21.25,53.76,24.64,52.71,17.38,65.03,14.08,58.61,14.83,66.53,32.45,56.89,41.54,59.36,39.57,37.06,61.91,81.48,18.04,78.31,21.09,32.08,67.05,66.76,29.83,69.87,30.03,58.65,22.92,44.42,40.1,44.19,31.95,51.16,48.62,35.1,58.23,50.14,41.35,56.66,34.54,63.72,29.38,64.62,29.01,39.39,60.61,53.62,8.84
11771.0,3.03,0.09,2.33,0.26,3.09,43944.0,803213,24.47,18.42,2.68,8.16,3.9,38.3,31.03,68.93,56.56,43.7,59.12,40.23,48.79,20.14,47.81,21.76,53.99,24.69,53.86,17.41,64.87,14.25,57.35,15.38,66.85,32.27,57.38,41.11,59.74,39.45,38.35,61.17,80.95,18.81,78.21,21.35,31.5,67.45,66.1,30.56,68.07,31.64,57.41,23.51,42.76,38.99,43.61,33.17,49.18,50.69,33.01,59.76,48.65,42.56,55.98,34.94,62.89,29.27,63.96,29.3,38.48,61.52,53.11,9.2
13467.0,1.56,,2.04,,,41582.0,766914,24.38,17.5,9.26,11.19,5.4,45.6,31.66,68.25,59.89,40.61,60.89,38.58,49.68,19.33,47.67,20.68,52.88,23.12,54.43,16.72,66.6,13.74,59.33,14.55,67.58,30.9,57.82,40.09,57.66,41.5,36.26,63.12,81.87,17.71,78.32,20.75,32.4,66.59,67.12,29.41,70.48,29.36,61.63,21.4,45.95,38.97,47.24,30.33,52.66,47.13,35.35,57.79,50.61,40.71,57.3,33.66,64.59,27.55,64.88,28.31,40.31,59.69,54.34,8.6
17399.0,3.74,0.07,1.85,0.54,,42568.0,1177187,23.59,18.01,3.08,11.29,5.2,29.5,30.95,68.94,55.92,44.79,58.56,41.1,47.47,20.3,46.25,21.92,51.88,25.19,53.36,17.79,63.34,14.39,58.06,15.24,65.93,33.22,56.17,42.12,58.23,40.7,37.16,62.0,81.12,18.43,77.18,22.33,32.54,66.77,65.79,30.79,68.42,31.59,57.93,23.88,44.51,38.5,43.68,31.59,49.39,50.4,33.7,60.2,49.21,42.95,55.07,36.38,62.68,30.34,63.23,31.22,38.11,61.89,50.76,9.24
21538.0,1.64,,1.32,,4.52,48423.0,1897575,24.74,18.27,9.69,12.82,3.0,55.1,34.69,65.24,64.72,35.28,67.98,31.24,54.05,16.9,53.31,17.63,61.23,19.36,58.51,13.08,69.78,11.91,63.56,12.45,71.47,27.22,63.12,35.22,51.59,47.56,32.75,66.74,83.81,15.56,80.98,18.37,33.54,65.25,70.26,26.34,74.94,24.83,67.46,16.91,52.12,34.25,52.81,27.02,58.91,40.88,38.59,55.15,55.49,35.41,63.1,27.81,69.7,22.59,70.32,22.72,44.22,55.78,59.62,7.43
5312.0,5.58,0.23,2.01,0.65,,54825.0,609134,21.16,24.58,3.1,8.08,4.3,12.4,32.03,67.86,59.0,41.34,60.66,38.86,49.47,18.7,47.99,20.26,53.76,23.98,54.57,16.29,65.61,13.32,59.18,13.88,67.32,31.78,57.97,40.4,57.32,41.53,35.33,64.0,81.83,17.61,78.68,20.74,32.93,66.3,67.81,28.73,70.88,29.11,58.92,22.13,46.46,37.53,45.58,30.21,52.74,47.06,35.59,58.17,51.58,40.33,57.85,33.69,65.02,28.6,65.7,28.33,40.42,59.58,53.37,8.5
21443.0,1.33,0.04,1.07,0.26,,49605.0,1468349,22.15,14.74,7.13,10.5,2.5,73.0,34.88,64.98,64.63,35.26,67.0,32.16,53.38,16.65,51.74,17.53,57.88,20.46,56.68,13.67,69.48,11.9,63.32,12.17,70.02,28.69,62.52,35.98,52.04,46.92,32.06,67.5,84.18,15.05,80.98,18.29,35.26,63.58,70.97,25.82,75.2,24.53,65.96,17.58,52.39,33.52,51.1,27.54,58.99,40.8,38.12,56.64,54.94,37.9,62.57,30.18,69.57,24.02,70.46,23.92,44.12,55.88,59.61,7.35
13875.0,2.34,0.05,1.26,,3.07,45100.0,1277102,26.59,15.48,21.9,15.46,3.0,29.9,32.63,67.16,63.44,36.88,64.24,35.09,52.84,17.14,50.46,18.04,57.62,20.49,57.51,13.75,66.79,12.68,61.42,12.82,68.68,29.76,59.43,37.8,53.26,45.03,33.38,65.51,82.14,16.86,78.81,20.22,31.56,67.56,69.63,26.96,72.69,27.26,63.76,17.73,50.9,34.09,47.56,25.84,58.08,41.65,41.39,51.54,56.75,33.88,62.56,27.95,68.24,24.02,69.29,23.35,44.59,55.4,55.83,7.47
3196.0,7.49,0.15,1.52,1.08,4.27,44254.0,271725,23.52,21.31,6.88,11.69,4.8,7.9,32.3,67.61,62.81,37.05,63.83,35.31,52.03,17.51,50.36,18.79,56.15,21.87,56.05,14.61,67.38,12.54,60.67,13.02,69.52,29.26,60.57,37.82,55.67,43.14,34.66,64.87,82.84,16.51,80.21,19.12,32.56,66.28,69.44,27.02,73.4,26.35,61.61,19.72,48.73,36.5,47.32,28.91,55.5,44.34,37.09,56.05,53.03,38.09,59.7,31.25,66.64,26.01,67.39,26.15,42.71,57.29,56.33,7.77
124031.0,0.3,0.02,1.39,0.06,12.18,58554.0,10738821,24.72,14.17,15.33,8.92,2.6,220.8,37.93,61.51,65.44,34.7,70.52,28.95,54.3,16.09,53.58,16.85,56.47,21.0,56.79,12.61,70.0,11.24,65.01,11.26,71.25,27.42,64.08,34.35,50.21,48.28,29.25,70.38,84.15,14.9,82.02,17.22,38.55,60.45,72.35,24.64,77.67,22.33,67.71,16.89,51.13,34.24,55.07,26.37,59.9,40.09,39.29,56.72,56.7,37.7,63.84,30.53,69.65,26.03,70.93,25.62,46.41,53.59,59.88,6.93
35310.0,2.6,0.04,2.07,0.3,3.85,48275.0,2282953,21.66,22.46,4.75,9.26,4.2,29.1,32.67,67.25,57.3,43.09,60.48,39.08,49.33,18.86,47.05,20.49,53.87,24.61,54.58,16.75,65.14,13.19,59.19,13.93,67.02,32.2,58.38,40.19,55.13,44.12,35.34,64.11,81.01,18.64,78.29,21.3,34.0,65.22,67.81,28.87,70.44,29.51,58.95,21.86,46.84,37.89,47.0,30.51,52.36,47.5,35.02,59.43,51.0,41.61,58.08,34.56,65.36,28.99,66.43,27.82,40.31,59.69,53.07,8.64
12937.0,1.16,0.04,0.7,0.2,,55399.0,1182547,23.07,17.24,6.04,10.14,4.6,22.6,32.99,66.97,60.58,39.77,64.51,35.15,50.43,18.7,50.28,19.29,55.65,22.27,56.48,15.63,66.54,12.58,60.21,13.43,69.5,29.7,60.58,37.74,53.72,45.44,32.71,66.75,82.33,17.17,79.62,20.0,33.64,65.27,68.01,28.59,72.24,27.68,61.27,21.07,48.37,35.51,49.39,28.73,54.0,45.82,35.44,58.16,51.34,40.7,59.0,32.81,66.79,26.87,66.67,27.2,40.84,59.16,54.63,8.5
12456.0,2.05,,2.47,,2.64,37067.0,658912,20.42,18.89,8.61,12.8,5.5,21.1,32.89,67.03,61.78,38.6,64.8,34.76,50.46,18.11,50.21,18.95,56.38,21.62,56.65,14.8,66.66,12.62,60.48,13.19,68.75,30.38,60.73,37.54,55.22,43.77,34.0,65.24,82.78,16.67,79.74,19.76,33.62,65.44,68.44,28.04,72.73,27.21,61.53,19.78,48.98,35.7,49.57,28.08,54.93,44.87,36.37,57.56,52.76,39.02,59.18,32.83,66.58,27.13,67.11,26.94,41.89,58.11,55.71,8.1
6715.0,3.37,,2.14,,,58004.0,744267,24.79,20.4,7.41,11.58,3.5,20.6,33.21,66.7,58.3,42.37,62.64,37.37,48.91,19.05,49.07,19.76,54.69,23.32,56.28,16.34,65.76,12.78,59.81,13.43,68.05,31.38,58.77,39.44,54.27,44.81,32.21,67.06,81.52,17.93,78.41,21.26,33.81,65.51,67.39,29.16,71.22,29.02,59.72,21.93,47.55,35.19,48.52,28.25,53.15,46.63,35.52,58.33,51.72,40.58,58.62,33.31,66.23,27.98,66.19,27.79,40.3,59.7,52.41,8.8
17900.0,2.7,0.09,1.71,0.68,,48820.0,1391103,23.79,17.42,7.3,11.92,4.0,16.0,31.52,68.37,58.54,41.38,58.92,40.29,49.55,18.77,48.05,20.38,53.75,24.82,53.28,16.5,65.21,13.55,58.73,14.13,66.18,32.86,58.31,40.17,59.12,39.78,36.63,62.86,81.66,17.85,79.04,20.27,31.59,67.37,68.12,28.52,68.9,30.81,57.72,22.92,46.1,38.1,43.58,31.67,52.59,47.26,35.21,58.4,51.11,40.36,57.73,33.61,64.37,28.86,64.98,28.88,39.64,60.36,53.69,8.51
7373.0,3.94,,1.57,,,52091.0,562130,21.26,22.91,2.93,7.75,3.1,16.4,32.15,67.8,59.24,40.91,61.16,38.19,50.12,18.77,48.78,20.29,54.56,23.75,54.56,16.31,66.36,13.16,59.61,13.92,68.05,31.05,59.29,39.29,57.68,41.42,35.85,63.74,82.49,17.08,79.6,19.9,33.64,65.34,68.04,28.6,71.02,28.82,60.11,21.91,46.87,37.77,45.88,31.42,52.46,47.41,34.61,59.3,50.91,41.07,58.01,33.74,65.34,28.17,65.88,28.32,40.55,59.45,54.76,8.5
424967.0,0.0,0.01,1.08,0.01,4.83,54934.0,39057292,23.34,13.37,32.66,14.58,3.0,3341.7,41.7,58.29,71.72,28.19,75.71,22.74,58.39,13.64,57.46,13.25,67.03,13.56,63.48,9.02,76.28,8.95,70.6,9.4,76.38,21.94,70.85,27.46,40.04,58.5,23.87,76.2,85.45,12.85,84.37,14.65,37.51,60.94,74.97,21.95,79.94,19.07,75.92,10.78,58.83,27.29,67.07,18.48,69.65,30.19,45.31,49.05,62.72,28.86,71.67,19.73,77.41,15.25,78.11,14.12,52.84,47.16,68.71,5.88
1832.0,6.22,0.29,2.26,,,51750.0,229702,24.65,19.02,4.88,9.39,5.3,9.5,31.45,68.5,59.02,41.25,61.48,38.06,49.45,19.06,48.54,20.24,53.76,23.65,54.96,16.44,65.46,13.17,58.85,14.02,68.18,31.03,58.79,39.6,56.8,42.25,35.22,64.27,81.74,17.83,79.03,20.54,32.49,66.51,67.37,29.17,70.73,29.16,58.92,22.48,46.29,37.6,45.94,30.49,52.16,47.66,34.56,58.78,50.25,41.46,57.26,34.11,64.95,28.45,65.12,28.7,39.63,60.37,53.0,8.73
9475.0,3.91,,1.57,,,49732.0,825495,23.81,20.93,11.21,11.52,3.7,18.3,32.0,67.84,58.6,41.97,59.98,39.56,48.65,19.07,46.7,20.73,52.39,24.33,53.34,17.05,64.17,13.84,58.21,14.25,65.86,32.59,56.67,41.65,56.84,40.64,35.73,63.35,81.63,17.72,78.02,21.3,32.98,66.33,67.41,29.14,70.13,29.88,57.8,22.18,45.72,38.22,44.76,30.57,52.07,47.73,35.88,58.24,51.78,40.52,57.56,34.56,64.07,30.24,65.12,29.57,40.32,59.68,53.26,8.5
8806.0,4.7,,1.38,,2.99,51432.0,730537,22.69,20.13,8.2,10.74,4.5,16.0,31.0,68.91,58.03,42.14,59.45,39.88,49.32,19.31,46.91,20.88,53.14,24.42,53.93,16.83,64.86,13.77,58.21,14.55,66.82,32.19,57.61,40.71,58.65,40.21,37.12,62.23,81.25,18.26,78.39,20.98,31.43,67.61,67.05,29.47,69.72,30.12,58.04,22.94,45.64,38.45,44.51,31.08,51.85,47.95,34.66,58.55,50.26,41.08,56.89,34.21,64.1,29.0,64.63,29.0,39.54,60.46,52.22,8.79
35628.0,1.09,0.07,1.72,0.16,3.19,44096.0,2303295,22.06,14.42,12.06,10.04,3.1,129.4,36.77,63.09,66.87,33.32,70.89,28.67,53.97,15.95,53.38,15.95,60.03,18.09,60.1,12.28,69.92,10.91,65.25,11.15,72.67,26.14,64.52,33.78,46.7,52.55,27.55,72.12,83.65,15.57,81.46,17.94,36.05,62.86,71.56,25.17,77.55,22.41,66.4,15.5,55.76,29.47,57.93,22.99,61.68,38.06,40.97,53.83,57.31,35.43,64.65,27.95,72.01,22.17,71.89,22.99,46.28,53.72,60.01,7.12
5663.0,3.74,,1.62,,4.35,51956.0,708120,25.12,19.46,3.7,10.72,2.3,20.1,31.62,68.26,58.89,41.31,59.79,39.59,49.37,18.63,47.52,20.39,53.25,24.3,53.87,16.45,65.42,13.47,58.92,13.96,66.99,32.0,57.75,40.65,58.04,40.79,36.07,63.31,81.75,17.67,78.72,20.64,32.51,66.67,67.88,28.66,70.51,29.41,58.5,22.29,46.05,38.15,44.7,30.77,52.48,47.33,35.38,58.23,51.34,40.41,57.56,33.88,64.6,28.88,65.47,28.56,40.28,59.72,53.33,8.48
11066.0,2.6,0.04,0.93,0.43,2.83,51307.0,1225610,24.56,15.75,6.95,9.08,3.9,9.3,33.87,66.02,58.6,42.25,62.32,37.59,48.6,19.51,48.29,20.59,55.02,23.9,55.14,16.83,65.76,13.43,59.74,14.08,67.39,31.93,58.42,39.84,55.53,43.57,33.87,65.38,82.0,17.5,78.38,21.22,34.46,64.9,67.01,29.62,70.19,29.94,60.21,22.29,47.44,35.98,47.75,29.91,52.86,46.88,35.53,58.93,51.36,41.37,58.27,34.07,65.59,28.72,66.04,28.22,40.24,59.76,53.64,8.83
125435.0,0.15,0.88,1.53,0.13,6.57,47417.0,10625233,19.21,17.74,7.59,14.77,4.0,32.0,35.44,64.48,65.16,34.4,68.35,30.85,54.77,15.95,52.65,16.74,57.22,19.4,58.67,12.75,68.93,11.25,62.54,11.4,71.79,26.62,64.99,33.64,50.39,48.96,31.0,68.49,84.82,14.53,81.87,17.56,35.38,63.24,71.95,24.71,73.06,26.34,63.29,17.87,53.07,33.53,53.11,26.82,59.44,40.49,38.83,55.87,55.55,37.41,63.26,30.21,69.49,26.06,69.92,26.4,45.53,54.47,58.91,7.04
