STATEFP,COUNTYFP,reducetax,CO2limits,localofficials,governor,congress,president,corporations,citizens,regulate,supportRPS,drilloffshore,drillANWR,fundrenewables,rebates,mediaweekly,prienv,teachGW,happening,human,consensus,worried,personal,harmUS,devharm,futuregen,harmplants,timing,affectweather,PerCapitapersonalincome2018,GDP2018,PercentPopulationUnder18,PercentPopulationOver65,PercentNonwhite,PercentofPopulationBelowPovertyLevel,POPESTIMATE2019,UnemploymentRate,AgricultureforestryfishingandhuntingPCT,ConstructionPCT,HealthcareandsocialassistancePCT,Populationpersquaremile2010,TotalemploymentnumberofjobsUmp
27,135,0.41,0.53,0.23,0.24,0.36,0.35,0.41,0.38,0.39,0.44,0.61,0.46,0.53,0.44,0.56,0.48,0.38,0.41,0.33,0.44,0.33,0.2,0.3,0.46,0.54,0.5,0.29,0.5,0.14,0.0,0.59,0.24,0.07,0.14,0.0,0.17,0.13,0.19,0.18,0.0,0.0
27,137,0.58,0.66,0.47,0.39,0.42,0.47,0.53,0.48,0.57,0.66,0.49,0.37,0.69,0.67,0.59,0.72,0.48,0.49,0.5,0.55,0.51,0.31,0.44,0.6,0.66,0.63,0.46,0.61,0.12,0.01,0.45,0.28,0.08,0.25,0.02,0.18,0.1,0.15,0.14,0.0,0.02
27,139,0.48,0.61,0.35,0.32,0.32,0.29,0.39,0.42,0.46,0.6,0.59,0.47,0.65,0.64,0.57,0.59,0.46,0.45,0.38,0.52,0.41,0.22,0.34,0.51,0.61,0.56,0.39,0.6,0.18,0.01,0.69,0.12,0.16,0.06,0.01,0.11,0.1,0.14,0.15,0.01,0.01
27,141,0.28,0.38,0.28,0.3,0.29,0.36,0.39,0.32,0.4,0.45,0.68,0.47,0.47,0.52,0.41,0.54,0.37,0.33,0.26,0.41,0.27,0.11,0.24,0.42,0.54,0.46,0.17,0.36,0.12,0.0,0.66,0.13,0.07,0.08,0.01,0.15,0.1,0.2,0.15,0.0,0.01
27,143,0.4,0.49,0.23,0.21,0.27,0.32,0.37,0.3,0.37,0.42,0.66,0.53,0.5,0.45,0.5,0.49,0.33,0.35,0.27,0.38,0.29,0.17,0.27,0.43,0.48,0.44,0.25,0.47,0.12,0.0,0.58,0.27,0.03,0.12,0.0,0.17,0.13,0.2,0.17,0.0,0.0
27,145,0.46,0.59,0.28,0.27,0.37,0.31,0.47,0.45,0.45,0.51,0.53,0.45,0.58,0.49,0.52,0.55,0.46,0.37,0.36,0.44,0.38,0.22,0.33,0.51,0.58,0.56,0.31,0.57,0.12,0.01,0.55,0.2,0.11,0.2,0.02,0.13,0.1,0.18,0.17,0.0,0.02
27,147,0.4,0.54,0.28,0.25,0.34,0.35,0.42,0.36,0.43,0.49,0.58,0.51,0.51,0.5,0.49,0.5,0.4,0.44,0.36,0.44,0.35,0.13,0.24,0.45,0.55,0.5,0.25,0.53,0.12,0.0,0.61,0.25,0.1,0.15,0.0,0.13,0.13,0.16,0.2,0.0,0.0
27,149,0.55,0.6,0.38,0.32,0.42,0.39,0.48,0.46,0.45,0.53,0.52,0.38,0.59,0.56,0.53,0.64,0.52,0.5,0.45,0.5,0.45,0.3,0.42,0.57,0.64,0.62,0.38,0.58,0.13,0.0,0.49,0.27,0.07,0.25,0.0,0.11,0.19,0.21,0.13,0.0,0.0
27,151,0.48,0.53,0.32,0.27,0.37,0.35,0.44,0.4,0.42,0.46,0.63,0.5,0.55,0.5,0.53,0.57,0.45,0.41,0.34,0.41,0.38,0.24,0.35,0.48,0.55,0.53,0.35,0.54,0.14,0.0,0.53,0.35,0.05,0.2,0.0,0.2,0.18,0.2,0.15,0.0,0.0
27,153,0.39,0.49,0.22,0.21,0.28,0.33,0.38,0.34,0.34,0.4,0.66,0.51,0.49,0.41,0.52,0.47,0.36,0.33,0.28,0.38,0.29,0.18,0.28,0.43,0.49,0.46,0.25,0.47,0.1,0.0,0.57,0.33,0.05,0.21,0.0,0.2,0.1,0.16,0.17,0.0,0.0
27,155,0.53,0.62,0.36,0.33,0.44,0.43,0.51,0.48,0.5,0.53,0.55,0.39,0.62,0.55,0.61,0.62,0.52,0.5,0.43,0.51,0.44,0.3,0.43,0.55,0.62,0.61,0.42,0.59,0.18,0.0,0.49,0.43,0.08,0.17,0.0,0.16,0.21,0.22,0.2,0.0,0.0
27,157,0.43,0.52,0.33,0.33,0.41,0.41,0.51,0.43,0.47,0.5,0.62,0.42,0.56,0.56,0.5,0.6,0.48,0.43,0.37,0.45,0.39,0.23,0.36,0.51,0.61,0.55,0.32,0.49,0.13,0.0,0.52,0.33,0.03,0.07,0.0,0.14,0.1,0.18,0.21,0.0,0.0
27,159,0.39,0.48,0.2,0.18,0.27,0.27,0.33,0.29,0.35,0.37,0.66,0.55,0.49,0.41,0.51,0.46,0.34,0.32,0.25,0.36,0.27,0.16,0.26,0.4,0.46,0.44,0.25,0.46,0.09,0.0,0.59,0.34,0.04,0.25,0.0,0.3,0.14,0.21,0.15,0.0,0.0
27,161,0.4,0.49,0.28,0.21,0.32,0.27,0.38,0.33,0.37,0.4,0.66,0.58,0.5,0.47,0.47,0.5,0.38,0.37,0.28,0.36,0.31,0.19,0.27,0.42,0.49,0.46,0.29,0.51,0.11,0.0,0.57,0.25,0.07,0.12,0.0,0.17,0.14,0.2,0.16,0.0,0.0
27,163,0.58,0.69,0.45,0.46,0.54,0.44,0.62,0.56,0.59,0.62,0.37,0.37,0.7,0.76,0.6,0.67,0.52,0.58,0.58,0.66,0.55,0.26,0.39,0.61,0.71,0.68,0.44,0.68,0.21,0.01,0.6,0.19,0.14,0.05,0.03,0.11,0.08,0.15,0.15,0.01,0.02
27,165,0.52,0.56,0.38,0.32,0.4,0.38,0.46,0.42,0.44,0.48,0.6,0.5,0.54,0.51,0.48,0.6,0.5,0.45,0.39,0.41,0.44,0.32,0.41,0.53,0.58,0.57,0.4,0.56,0.1,0.0,0.58,0.31,0.13,0.2,0.0,0.18,0.14,0.18,0.17,0.0,0.0
27,167,0.38,0.46,0.24,0.2,0.3,0.27,0.39,0.33,0.35,0.4,0.68,0.56,0.52,0.46,0.53,0.5,0.35,0.35,0.26,0.37,0.3,0.16,0.27,0.42,0.49,0.46,0.27,0.49,0.18,0.0,0.54,0.29,0.06,0.15,0.0,0.15,0.17,0.22,0.19,0.0,0.0
27,169,0.6,0.65,0.42,0.37,0.46,0.42,0.52,0.5,0.52,0.6,0.48,0.34,0.63,0.62,0.56,0.67,0.57,0.55,0.49,0.55,0.49,0.31,0.44,0.6,0.67,0.65,0.43,0.63,0.14,0.0,0.42,0.23,0.07,0.22,0.01,0.12,0.13,0.23,0.2,0.0,0.0
27,171,0.35,0.47,0.25,0.25,0.33,0.31,0.44,0.37,0.38,0.44,0.67,0.54,0.53,0.52,0.48,0.52,0.33,0.36,0.23,0.32,0.3,0.13,0.26,0.43,0.5,0.45,0.22,0.46,0.14,0.01,0.7,0.15,0.06,0.05,0.01,0.14,0.09,0.18,0.16,0.0,0.01
27,173,0.45,0.51,0.28,0.24,0.33,0.32,0.44,0.37,0.39,0.42,0.64,0.5,0.56,0.47,0.56,0.55,0.43,0.39,0.33,0.41,0.35,0.24,0.36,0.48,0.53,0.52,0.33,0.52,0.17,0.0,0.55,0.32,0.08,0.2,0.0,0.17,0.16,0.17,0.13,0.0,0.0
28,001,0.62,0.57,0.69,0.6,0.51,0.49,0.44,0.43,0.55,0.53,0.76,0.68,0.5,0.58,0.19,0.67,0.63,0.55,0.35,0.31,0.47,0.48,0.43,0.37,0.31,0.38,0.63,0.53,0.07,0.0,0.55,0.27,0.6,0.59,0.0,0.34,0.12,0.09,0.17,0.0,0.0
28,003,0.25,0.33,0.19,0.23,0.21,0.24,0.19,0.16,0.24,0.22,0.87,0.84,0.25,0.25,0.32,0.29,0.21,0.22,0.14,0.18,0.14,0.09,0.09,0.08,0.1,0.12,0.18,0.26,0.07,0.0,0.57,0.27,0.15,0.34,0.0,0.22,0.17,0.13,0.2,0.0,0.0
28,005,0.49,0.49,0.51,0.49,0.43,0.45,0.39,0.37,0.43,0.39,0.77,0.66,0.4,0.4,0.26,0.55,0.55,0.42,0.29,0.3,0.36,0.38,0.37,0.29,0.26,0.32,0.49,0.42,0.06,0.0,0.49,0.35,0.44,0.41,0.0,0.34,0.07,0.11,0.12,0.0,0.0
28,007,0.49,0.47,0.54,0.51,0.47,0.48,0.43,0.39,0.42,0.4,0.77,0.63,0.39,0.4,0.26,0.61,0.59,0.45,0.3,0.3,0.39,0.42,0.43,0.33,0.29,0.35,0.51,0.42,0.07,0.0,0.62,0.29,0.48,0.4,0.0,0.3,0.09,0.17,0.18,0.0,0.0
28,009,0.45,0.4,0.5,0.45,0.37,0.4,0.36,0.29,0.4,0.36,0.84,0.76,0.34,0.43,0.16,0.55,0.5,0.34,0.23,0.21,0.31,0.31,0.3,0.24,0.22,0.26,0.4,0.35,0.05,0.0,0.53,0.27,0.41,0.36,0.0,0.29,,0.25,0.21,0.0,0.0
28,011,0.72,0.69,0.84,0.81,0.7,0.68,0.61,0.61,0.64,0.64,0.52,0.44,0.57,0.63,0.21,0.79,0.83,0.63,0.49,0.48,0.59,0.6,0.57,0.5,0.47,0.52,0.76,0.61,0.08,0.0,0.6,0.21,0.7,0.68,0.0,0.34,0.14,0.12,0.12,0.0,0.0
28,013,0.39,0.4,0.38,0.34,0.3,0.31,0.28,0.26,0.29,0.27,0.84,0.8,0.27,0.28,0.24,0.42,0.39,0.32,0.2,0.23,0.24,0.24,0.22,0.16,0.13,0.17,0.33,0.34,0.06,0.0,0.58,0.28,0.34,0.49,0.0,0.26,0.09,0.1,0.18,0.0,0.0
28,015,0.32,0.35,0.35,0.32,0.27,0.26,0.24,0.19,0.27,0.26,0.89,0.86,0.27,0.3,0.21,0.39,0.34,0.27,0.14,0.18,0.2,0.2,0.17,0.14,0.12,0.15,0.27,0.31,0.08,0.0,0.46,0.35,0.37,0.23,0.0,0.3,0.15,0.51,0.38,0.0,0.0
28,017,0.54,0.52,0.57,0.54,0.46,0.46,0.4,0.38,0.46,0.44,0.75,0.68,0.4,0.44,0.21,0.58,0.58,0.45,0.29,0.32,0.38,0.4,0.37,0.3,0.26,0.32,0.51,0.45,0.07,0.0,0.6,0.24,0.48,0.41,0.0,0.26,0.19,0.2,0.3,0.0,0.0
28,019,0.24,0.12,0.42,0.4,0.3,0.49,0.44,0.27,0.3,0.2,0.94,0.66,0.22,0.4,0.06,0.65,0.52,0.18,0.17,0.08,0.27,0.29,0.37,0.26,0.3,0.27,0.25,0.09,0.06,0.0,0.53,0.33,0.33,0.44,0.0,0.26,0.2,0.2,0.14,0.0,0.0
28,021,0.73,0.69,0.92,0.86,0.69,0.68,0.57,0.59,0.66,0.66,0.52,0.43,0.51,0.6,0.07,0.79,0.86,0.68,0.49,0.47,0.61,0.67,0.6,0.53,0.5,0.54,0.78,0.61,0.06,0.0,0.51,0.24,0.92,0.82,0.0,0.54,0.27,0.06,0.11,0.0,0.0
28,023,0.45,0.53,0.46,0.5,0.45,0.5,0.4,0.39,0.44,0.42,0.72,0.57,0.41,0.42,0.32,0.51,0.53,0.45,0.32,0.35,0.35,0.34,0.34,0.3,0.31,0.34,0.44,0.4,0.08,0.0,0.54,0.3,0.38,0.33,0.0,0.3,0.17,0.18,0.2,0.0,0.0
28,025,0.6,0.55,0.7,0.63,0.52,0.5,0.46,0.43,0.53,0.53,0.71,0.65,0.46,0.55,0.17,0.67,0.67,0.52,0.34,0.33,0.46,0.46,0.42,0.37,0.33,0.38,0.6,0.52,0.09,0.0,0.57,0.26,0.63,0.49,0.0,0.37,0.14,0.23,0.18,0.0,0.0
28,027,0.75,0.66,0.89,0.81,0.7,0.65,0.57,0.61,0.64,0.62,0.6,0.51,0.57,0.63,0.15,0.81,0.85,0.66,0.45,0.42,0.63,0.69,0.63,0.53,0.46,0.55,0.83,0.65,0.07,0.0,0.67,0.2,0.82,0.67,0.0,0.38,0.12,0.21,0.15,0.0,0.0
28,029,0.56,0.54,0.64,0.57,0.45,0.47,0.43,0.42,0.47,0.47,0.74,0.66,0.47,0.5,0.21,0.65,0.61,0.46,0.32,0.31,0.43,0.46,0.43,0.35,0.3,0.36,0.57,0.48,0.06,0.0,0.56,0.24,0.57,0.43,0.0,0.32,0.08,0.26,0.14,0.0,0.0
28,031,0.45,0.45,0.46,0.43,0.38,0.38,0.34,0.32,0.38,0.35,0.8,0.73,0.37,0.38,0.25,0.52,0.49,0.38,0.25,0.26,0.32,0.33,0.32,0.25,0.23,0.28,0.43,0.4,0.07,0.0,0.6,0.24,0.39,0.42,0.0,0.23,0.1,0.18,0.17,0.0,0.0
28,033,0.36,0.43,0.34,0.35,0.29,0.36,0.27,0.25,0.39,0.36,0.8,0.72,0.28,0.4,0.31,0.44,0.36,0.28,0.23,0.25,0.24,0.18,0.19,0.19,0.22,0.22,0.29,0.33,0.1,0.01,0.64,0.17,0.32,0.15,0.02,0.2,0.11,0.11,0.18,0.0,0.01
28,035,0.52,0.55,0.54,0.56,0.5,0.51,0.46,0.45,0.5,0.48,0.68,0.53,0.46,0.48,0.32,0.61,0.62,0.51,0.38,0.39,0.41,0.38,0.41,0.37,0.38,0.4,0.47,0.44,0.09,0.01,0.55,0.18,0.42,0.46,0.01,0.24,0.08,0.14,0.15,0.0,0.01
28,037,0.41,0.42,0.42,0.39,0.34,0.33,0.31,0.28,0.36,0.33,0.84,0.8,0.36,0.38,0.26,0.47,0.42,0.34,0.21,0.23,0.27,0.27,0.25,0.2,0.18,0.23,0.37,0.38,0.07,0.0,0.58,0.29,0.38,0.31,0.0,0.33,0.26,0.1,0.18,0.0,0.0
28,039,0.22,0.37,0.1,0.2,0.17,0.26,0.17,0.15,0.27,0.2,0.86,0.73,0.25,0.19,0.36,0.24,0.19,0.25,0.14,0.22,0.13,0.08,0.08,0.09,0.14,0.12,0.12,0.22,0.06,0.0,0.64,0.21,0.11,0.24,0.0,0.36,0.11,0.22,0.16,0.0,0.0
28,041,0.31,0.37,0.27,0.29,0.27,0.3,0.23,0.22,0.24,0.21,0.86,0.8,0.28,0.19,0.32,0.36,0.32,0.27,0.18,0.23,0.2,0.24,0.24,0.17,0.14,0.19,0.29,0.3,0.04,0.0,0.47,0.18,0.28,0.18,0.0,0.38,0.28,0.18,0.14,0.0,0.0
28,043,0.48,0.46,0.51,0.46,0.38,0.37,0.34,0.35,0.41,0.4,0.8,0.74,0.4,0.43,0.22,0.54,0.48,0.39,0.26,0.26,0.35,0.34,0.31,0.26,0.22,0.28,0.45,0.43,0.07,0.0,0.57,0.26,0.46,0.44,0.0,0.24,0.09,0.13,0.12,0.0,0.0
28,045,0.23,0.33,0.17,0.19,0.21,0.2,0.2,0.14,0.23,0.2,0.9,0.84,0.27,0.26,0.37,0.32,0.24,0.22,0.14,0.21,0.13,0.1,0.11,0.1,0.11,0.14,0.17,0.28,0.07,0.0,0.52,0.29,0.13,0.3,0.0,0.26,0.13,0.19,0.16,0.0,0.0
28,047,0.43,0.45,0.33,0.34,0.26,0.35,0.25,0.19,0.37,0.35,0.79,0.62,0.41,0.4,0.36,0.51,0.4,0.31,0.25,0.32,0.25,0.24,0.28,0.24,0.27,0.24,0.27,0.37,0.08,0.01,0.58,0.2,0.33,0.36,0.02,0.24,0.07,0.14,0.21,0.0,0.02
28,049,0.68,0.67,0.81,0.75,0.57,0.57,0.6,0.56,0.66,0.65,0.58,0.5,0.49,0.58,0.19,0.79,0.78,0.5,0.44,0.4,0.56,0.6,0.54,0.46,0.4,0.47,0.7,0.57,0.09,0.02,0.6,0.18,0.77,0.42,0.02,0.24,0.1,0.14,0.18,0.0,0.03
28,051,0.75,0.67,0.9,0.81,0.69,0.63,0.57,0.58,0.6,0.62,0.58,0.48,0.52,0.53,0.09,0.81,0.85,0.63,0.46,0.44,0.6,0.7,0.62,0.51,0.44,0.52,0.83,0.62,0.04,0.0,0.64,0.2,0.88,0.86,0.0,0.52,0.08,0.15,0.26,0.0,0.0
28,053,0.72,0.65,0.86,0.77,0.64,0.63,0.53,0.55,0.6,0.6,0.6,0.5,0.53,0.57,0.13,0.8,0.83,0.62,0.44,0.42,0.6,0.67,0.61,0.5,0.42,0.5,0.82,0.62,0.06,0.0,0.66,0.22,0.82,0.77,0.0,0.51,0.11,0.15,0.12,0.0,0.0
28,055,0.51,0.49,0.68,0.6,0.47,0.48,0.41,0.35,0.47,0.48,0.78,0.76,0.38,0.46,0.11,0.63,0.63,0.43,0.27,0.26,0.41,0.42,0.38,0.32,0.26,0.31,0.55,0.44,0.0,0.0,0.31,0.27,0.68,0.62,0.0,0.57,0.26,1.0,0.18,0.0,0.0
28,057,0.18,0.28,0.11,0.13,0.13,0.15,0.1,0.11,0.15,0.1,0.94,0.9,0.21,0.15,0.32,0.24,0.13,0.17,0.1,0.13,0.1,0.09,0.08,0.05,0.05,0.08,0.12,0.2,0.07,0.0,0.52,0.26,0.09,0.31,0.0,0.22,0.02,0.27,0.23,0.0,0.0
28,059,0.38,0.35,0.35,0.4,0.38,0.36,0.39,0.31,0.37,0.31,0.79,0.71,0.34,0.37,0.29,0.47,0.46,0.38,0.26,0.24,0.3,0.25,0.27,0.25,0.27,0.26,0.29,0.32,0.08,0.01,0.58,0.21,0.29,0.26,0.01,0.28,0.11,0.17,0.21,0.0,0.01
28,061,0.59,0.56,0.66,0.62,0.52,0.52,0.47,0.44,0.54,0.51,0.71,0.62,0.46,0.53,0.21,0.64,0.66,0.52,0.35,0.35,0.44,0.45,0.42,0.36,0.34,0.39,0.57,0.5,0.08,0.0,0.55,0.3,0.57,0.42,0.0,0.33,0.17,0.23,0.14,0.0,0.0
28,063,0.69,0.63,0.89,0.81,0.63,0.6,0.52,0.51,0.63,0.62,0.63,0.57,0.48,0.59,0.04,0.74,0.79,0.62,0.4,0.38,0.54,0.6,0.51,0.45,0.39,0.45,0.74,0.59,0.06,0.0,0.6,0.21,0.9,0.85,0.0,0.8,,0.13,0.2,0.0,0.0
28,065,0.63,0.53,0.75,0.67,0.52,0.52,0.49,0.47,0.55,0.55,0.67,0.62,0.45,0.51,0.16,0.72,0.7,0.48,0.34,0.34,0.5,0.51,0.48,0.38,0.34,0.43,0.65,0.53,0.05,0.0,0.49,0.33,0.65,0.6,0.0,0.33,0.23,0.17,0.2,0.0,0.0
28,067,0.3,0.37,0.34,0.36,0.3,0.32,0.21,0.22,0.32,0.32,0.85,0.78,0.26,0.31,0.26,0.38,0.3,0.3,0.18,0.23,0.2,0.17,0.15,0.14,0.17,0.16,0.27,0.3,0.08,0.0,0.62,0.24,0.32,0.38,0.01,0.25,0.08,0.16,0.19,0.0,0.01
28,069,0.69,0.62,0.79,0.71,0.61,0.58,0.55,0.54,0.6,0.57,0.66,0.56,0.53,0.6,0.18,0.75,0.76,0.6,0.44,0.4,0.55,0.6,0.56,0.47,0.42,0.5,0.71,0.58,0.05,0.0,0.48,0.29,0.67,0.54,0.0,0.39,0.26,0.07,0.17,0.0,0.0
28,071,0.5,0.51,0.44,0.44,0.41,0.37,0.39,0.39,0.4,0.43,0.7,0.59,0.45,0.47,0.36,0.58,0.47,0.47,0.38,0.39,0.39,0.32,0.35,0.34,0.35,0.39,0.4,0.45,0.1,0.0,0.42,0.15,0.29,0.42,0.01,0.2,0.13,0.15,0.26,0.0,0.01
28,073,0.25,0.37,0.24,0.29,0.24,0.27,0.28,0.26,0.29,0.29,0.83,0.71,0.32,0.34,0.39,0.4,0.28,0.28,0.22,0.27,0.19,0.15,0.19,0.18,0.2,0.2,0.22,0.29,0.09,0.0,0.61,0.17,0.25,0.28,0.01,0.19,0.12,0.13,0.2,0.0,0.0
28,075,0.45,0.45,0.5,0.47,0.42,0.39,0.37,0.36,0.37,0.36,0.78,0.72,0.39,0.4,0.27,0.54,0.52,0.43,0.26,0.27,0.35,0.36,0.35,0.29,0.26,0.32,0.45,0.41,0.08,0.0,0.57,0.24,0.47,0.37,0.01,0.26,0.18,0.12,0.18,0.0,0.01
28,077,0.43,0.44,0.42,0.4,0.35,0.36,0.31,0.29,0.39,0.34,0.8,0.75,0.33,0.37,0.26,0.48,0.45,0.38,0.26,0.27,0.29,0.29,0.27,0.23,0.21,0.25,0.39,0.37,0.07,0.0,0.58,0.26,0.36,0.35,0.0,0.33,0.16,0.19,0.18,0.0,0.0
28,079,0.55,0.58,0.57,0.57,0.51,0.54,0.44,0.44,0.51,0.48,0.68,0.54,0.44,0.46,0.28,0.6,0.62,0.5,0.38,0.39,0.44,0.44,0.44,0.37,0.36,0.4,0.55,0.46,0.06,0.0,0.66,0.21,0.51,0.45,0.0,0.26,0.14,0.15,0.14,0.0,0.0
28,081,0.34,0.41,0.35,0.41,0.38,0.41,0.32,0.3,0.39,0.32,0.84,0.71,0.35,0.37,0.31,0.43,0.34,0.35,0.25,0.24,0.27,0.2,0.2,0.2,0.21,0.24,0.3,0.34,0.1,0.01,0.62,0.2,0.33,0.3,0.01,0.2,0.11,0.14,0.25,0.0,0.01
28,083,0.68,0.61,0.83,0.74,0.59,0.57,0.51,0.49,0.59,0.57,0.61,0.58,0.47,0.56,0.1,0.75,0.78,0.59,0.38,0.38,0.54,0.59,0.52,0.45,0.39,0.45,0.73,0.58,0.08,0.0,0.68,0.19,0.79,0.74,0.0,0.37,0.21,0.08,0.18,0.0,0.0
28,085,0.35,0.39,0.34,0.35,0.27,0.3,0.23,0.2,0.35,0.3,0.82,0.78,0.26,0.32,0.24,0.39,0.36,0.31,0.16,0.22,0.19,0.18,0.16,0.15,0.15,0.16,0.27,0.32,0.09,0.0,0.59,0.24,0.33,0.42,0.0,0.26,0.1,0.16,0.21,0.0,0.0
28,087,0.51,0.5,0.56,0.53,0.45,0.42,0.41,0.38,0.46,0.44,0.76,0.68,0.43,0.49,0.24,0.59,0.57,0.46,0.31,0.32,0.39,0.37,0.35,0.31,0.3,0.34,0.48,0.46,0.09,0.0,0.57,0.21,0.48,0.37,0.01,0.25,0.14,0.15,0.19,0.0,0.01
28,089,0.42,0.46,0.5,0.46,0.44,0.36,0.43,0.4,0.4,0.42,0.77,0.7,0.47,0.52,0.35,0.57,0.47,0.46,0.31,0.36,0.38,0.31,0.32,0.31,0.31,0.33,0.43,0.46,0.2,0.01,0.61,0.17,0.45,0.19,0.01,0.2,0.09,0.12,0.2,0.0,0.01
28,091,0.42,0.43,0.4,0.38,0.34,0.35,0.3,0.28,0.34,0.31,0.82,0.75,0.34,0.33,0.26,0.46,0.43,0.34,0.22,0.24,0.28,0.3,0.28,0.22,0.19,0.25,0.39,0.37,0.07,0.0,0.56,0.26,0.36,0.46,0.0,0.26,0.11,0.14,0.17,0.0,0.0
28,093,0.59,0.55,0.66,0.57,0.47,0.49,0.42,0.4,0.51,0.5,0.74,0.67,0.46,0.52,0.19,0.64,0.64,0.51,0.35,0.31,0.45,0.46,0.42,0.36,0.32,0.38,0.58,0.5,0.06,0.0,0.52,0.24,0.53,0.29,0.0,0.27,0.19,0.2,0.19,0.0,0.0
28,095,0.41,0.39,0.41,0.38,0.33,0.34,0.29,0.26,0.37,0.32,0.85,0.78,0.35,0.39,0.25,0.46,0.42,0.33,0.19,0.23,0.27,0.26,0.25,0.19,0.15,0.22,0.37,0.37,0.07,0.0,0.55,0.29,0.33,0.34,0.0,0.26,0.19,0.17,0.22,0.0,0.0
28,097,0.47,0.45,0.52,0.47,0.39,0.37,0.33,0.31,0.38,0.39,0.79,0.75,0.36,0.39,0.2,0.54,0.51,0.39,0.23,0.25,0.33,0.34,0.3,0.25,0.21,0.27,0.46,0.42,0.07,0.0,0.55,0.32,0.48,0.47,0.0,0.28,0.24,0.17,0.14,0.0,0.0
28,099,0.39,0.44,0.37,0.38,0.38,0.4,0.33,0.33,0.31,0.32,0.81,0.67,0.36,0.33,0.36,0.49,0.44,0.41,0.29,0.27,0.33,0.34,0.37,0.28,0.25,0.32,0.41,0.35,0.08,0.0,0.69,0.23,0.41,0.39,0.0,0.28,0.16,0.09,0.15,0.0,0.0
28,101,0.36,0.41,0.4,0.39,0.39,0.36,0.3,0.29,0.31,0.28,0.85,0.76,0.37,0.32,0.28,0.45,0.42,0.35,0.19,0.21,0.23,0.25,0.26,0.19,0.15,0.23,0.34,0.33,0.07,0.0,0.61,0.24,0.39,0.41,0.0,0.26,0.11,0.16,0.19,0.0,0.0
28,103,0.76,0.76,0.89,0.88,0.75,0.79,0.65,0.67,0.74,0.72,0.47,0.31,0.58,0.65,0.2,0.83,0.89,0.72,0.57,0.57,0.67,0.7,0.66,0.58,0.55,0.6,0.85,0.63,0.06,0.0,0.62,0.23,0.76,0.65,0.0,0.35,0.1,0.09,0.21,0.0,0.0
28,105,0.57,0.57,0.57,0.54,0.46,0.47,0.42,0.44,0.45,0.51,0.61,0.49,0.45,0.49,0.3,0.69,0.59,0.53,0.45,0.43,0.46,0.42,0.45,0.42,0.42,0.46,0.49,0.48,0.07,0.0,0.4,0.13,0.44,0.49,0.0,0.26,0.15,0.08,0.17,0.0,0.0
28,107,0.53,0.48,0.6,0.54,0.45,0.46,0.41,0.37,0.46,0.44,0.76,0.67,0.38,0.46,0.17,0.62,0.62,0.43,0.29,0.29,0.39,0.4,0.38,0.32,0.29,0.33,0.5,0.44,0.06,0.0,0.62,0.22,0.54,0.37,0.0,0.32,0.08,0.17,0.18,0.0,0.0
28,109,0.24,0.33,0.18,0.21,0.19,0.22,0.16,0.14,0.21,0.21,0.92,0.85,0.25,0.24,0.34,0.29,0.21,0.2,0.12,0.2,0.13,0.1,0.11,0.08,0.09,0.12,0.17,0.25,0.08,0.0,0.55,0.28,0.16,0.31,0.01,0.24,0.1,0.18,0.17,0.0,0.0
28,111,0.3,0.33,0.25,0.27,0.22,0.26,0.2,0.16,0.28,0.23,0.89,0.84,0.24,0.28,0.24,0.33,0.26,0.21,0.12,0.16,0.14,0.13,0.11,0.09,0.1,0.12,0.2,0.26,0.06,0.0,0.56,0.26,0.22,0.35,0.0,0.32,0.18,0.2,0.25,0.0,0.0
28,113,0.59,0.58,0.63,0.64,0.55,0.51,0.45,0.44,0.54,0.52,0.69,0.57,0.47,0.52,0.23,0.64,0.68,0.54,0.34,0.41,0.47,0.46,0.43,0.36,0.35,0.41,0.58,0.5,0.05,0.0,0.65,0.24,0.58,0.59,0.0,0.31,0.12,0.2,0.2,0.0,0.0
28,115,0.27,0.35,0.21,0.25,0.22,0.26,0.18,0.16,0.26,0.23,0.86,0.81,0.24,0.24,0.3,0.31,0.24,0.22,0.15,0.2,0.15,0.13,0.12,0.1,0.11,0.12,0.19,0.25,0.06,0.0,0.65,0.21,0.22,0.29,0.0,0.19,0.16,0.21,0.23,0.0,0.0
28,117,0.31,0.35,0.23,0.22,0.19,0.23,0.15,0.17,0.22,0.18,0.87,0.83,0.23,0.25,0.3,0.34,0.28,0.22,0.15,0.18,0.16,0.17,0.16,0.11,0.1,0.16,0.23,0.27,0.05,0.0,0.55,0.27,0.17,0.39,0.0,0.23,0.25,0.17,0.22,0.0,0.0
28,119,0.7,0.63,0.84,0.74,0.62,0.59,0.53,0.53,0.58,0.59,0.65,0.57,0.51,0.57,0.12,0.76,0.79,0.6,0.41,0.38,0.57,0.62,0.56,0.46,0.39,0.47,0.77,0.59,0.04,0.0,0.59,0.23,0.75,0.7,0.0,0.4,0.11,0.28,0.09,0.0,0.0
28,121,0.28,0.37,0.24,0.28,0.23,0.28,0.21,0.18,0.33,0.32,0.83,0.72,0.36,0.34,0.38,0.37,0.38,0.25,0.16,0.26,0.17,0.11,0.13,0.14,0.19,0.15,0.21,0.28,0.11,0.01,0.58,0.2,0.24,0.12,0.02,0.17,0.19,0.1,0.19,0.0,0.01
